,league,date,teamHome,teamAway,goalsHome,goalsAway,result,shotsHome,shotsAway,shotsTargetHome,shotsTargetAway,oddsHome,oddsDraw,oddsAway,oddsUnder25,oddsOver25,season,round,pointsHome,pointsAway,avgGoalsHome,avgGoalsAway,avgGoalsAgainstHome,avgGoalsAgainstAway,avgPointsHome,avgPointsAway,avgGoalsHomeAllTeams,avgGoalsAwayAllTeams,anticipatedGoalsHomeAverage,anticipatedGoalsAwayAverage,probHome,probDraw,probAway,probOver25,probUnder25
334,Example1,2001-02-01,Team7,Team8,2,3,A,12.0,9.0,4.0,5.0,2.34,3.6,2.77,2.22,1.64,2000/2001,second,0,3,0.9285714285714286,1.5,1.2142857142857137,1.7142857142857142,1.0714285714285714,1.0714285714285714,1.6167664670658677,1.1227544910179632,1.598909324208725,1.140611633875106,0.40083930251067224,0.2605455466319369,0.33861515085739097,0.5751295336787565,0.4248704663212435
335,Example1,2001-02-01,Team9,Team6,0,1,A,4.0,24.0,2.0,6.0,10.39,4.62,1.32,1.79,2.0,2000/2001,second,0,3,1.4285714285714286,1.4285714285714286,1.6428571428571428,1.3571428571428572,1.1428571428571428,1.7142857142857142,1.6179104477611934,1.128358208955223,1.546481876332622,1.1997867803837945,0.08992700729927008,0.20223844282238446,0.7078345498783456,0.4722955145118733,0.5277044854881265
336,Example2,2001-02-11,Club1,Club14,1,1,D,9.0,11.0,4.0,6.0,1.95,3.49,3.7,1.97,1.81,2000/2001,second,1,1,1.3333333333333333,1.1428571428571426,1.3333333333333333,1.2857142857142858,1.4,1.1428571428571428,1.6130952380952375,1.1279761904761896,1.6488095238095233,1.0922619047619038,0.4794401024746135,0.2678820056806579,0.25267789184472866,0.5211640211640212,0.4788359788359788
337,Example2,2001-02-11,Club10,Club3,0,0,D,9.0,16.0,2.0,6.0,4.46,3.74,1.8,2.01,1.81,2000/2001,second,1,1,1.2666666666666666,1.333333333333333,1.0,0.6666666666666666,1.4,1.8,1.6112759643916907,1.1275964391691387,1.5112759643916909,1.2275964391691385,0.21411941323901734,0.25534026284652867,0.530540323914454,0.5261780104712042,0.47382198952879584
338,Example2,2001-02-11,Club15,Club13,2,2,D,17.0,9.0,7.0,3.0,1.17,7.7,16.12,2.96,1.39,2000/2001,second,1,1,1.2,1.4,1.7333333333333334,2.066666666666667,1.2666666666666666,0.7333333333333333,1.6065088757396444,1.1242603550295849,1.6398422090729778,1.0909270216962514,0.8166407225576899,0.12408696693409053,0.05927231050821943,0.6804597701149425,0.3195402298850574
339,Example2,2001-02-11,Club2,Club11,1,4,A,11.0,10.0,4.0,5.0,2.1,3.21,3.16,1.71,2.01,2000/2001,second,0,3,1.2,1.8,1.1333333333333333,1.4,1.4666666666666666,1.5333333333333334,1.6076696165191733,1.1268436578171084,1.52433628318584,1.2101769911504419,0.4312645085584552,0.28213565980459687,0.2865998316369481,0.4596774193548387,0.5403225806451611
340,Example2,2001-02-11,Club4,Club9,2,1,H,14.0,4.0,4.0,2.0,1.6,3.65,5.75,2.05,1.72,2000/2001,second,3,0,1.5333333333333334,1.4,1.8,1.3333333333333333,1.4,1.6,1.6058823529411759,1.135294117647058,1.5225490196078426,1.2186274509803912,0.5825411144264797,0.25536048851571713,0.16209839705780305,0.5437665782493368,0.4562334217506631
341,Example2,2001-02-11,Club6,Club7,2,1,H,,,,,1.84,3.05,4.62,1.65,2.1,2000/2001,second,3,0,1.6,1.0,1.4666666666666666,0.8666666666666667,1.5333333333333334,1.3333333333333333,1.6070381231671547,1.1348973607038113,1.6070381231671547,1.1348973607038113,0.4996135272551925,0.30140619349165715,0.19898027925315026,0.44,0.56
342,Example2,2001-02-11,Club8,Club5,3,2,H,12.0,7.0,5.0,4.0,2.43,3.26,3.0,1.78,2.04,2000/2001,second,3,0,1.4,1.4,0.8,1.2666666666666666,1.6,1.4666666666666666,1.6081871345029233,1.1345029239766071,1.72485380116959,1.0178362573099404,0.3913283557006698,0.29169567618178766,0.3169759681175426,0.4659685863874345,0.5340314136125655
343,Example3,2001-02-11,Squad1,Squad14,0,0,D,11.0,9.0,2.0,4.0,2.13,3.29,3.49,1.71,2.07,2000/2001,second,1,1,2.066666666666667,1.7142857142857142,1.2,1.3571428571428572,2.1333333333333333,1.2857142857142858,1.612244897959183,1.1370262390670545,1.7396258503401354,1.0096452866861019,0.44292244488591437,0.2867552606708199,0.2703222944432658,0.4523809523809524,0.5476190476190476
344,Example3,2001-02-11,Squad10,Squad3,1,3,A,16.0,12.0,11.0,8.0,1.96,3.23,3.53,1.93,1.79,2000/2001,second,0,3,1.4,1.4,1.2,1.2,1.2,1.6666666666666667,1.607558139534883,1.133720930232557,1.607558139534883,1.133720930232557,0.4625235786868953,0.2806644626087662,0.2568119587043385,0.5188172043010751,0.48118279569892475
345,Example3,2001-02-11,Squad15,Squad13,4,0,H,20.0,10.0,13.0,5.0,1.98,3.24,3.53,1.88,1.86,2000/2001,second,3,0,1.1333333333333333,1.5333333333333334,1.4666666666666666,1.5333333333333334,1.1333333333333333,1.3333333333333333,1.6057971014492747,1.1391304347826074,1.5224637681159414,1.2224637681159407,0.4604014201869431,0.2813564234475763,0.2582421563654808,0.5026737967914439,0.49732620320855614
346,Example3,2001-02-11,Squad2,Squad11,1,1,D,,,,,2.08,2.83,3.54,1.64,2.03,2000/2001,second,1,1,1.5333333333333334,1.2,1.2,1.2666666666666666,1.7333333333333334,1.3333333333333333,1.6127167630057797,1.135838150289016,1.7127167630057798,1.035838150289016,0.43056068902087863,0.3164544993510345,0.2529848116280869,0.4468664850136241,0.5531335149863761
347,Example3,2001-02-11,Squad4,Squad9,1,0,H,23.0,10.0,5.0,2.0,1.25,6.15,12.08,2.71,1.46,2000/2001,second,3,0,1.3333333333333333,1.3333333333333333,1.8,0.7333333333333333,1.3333333333333333,1.5333333333333334,1.6109510086455325,1.1354466858789611,1.3442843419788657,1.4021133525456277,0.7652697016362877,0.1555426222837983,0.07918767607991388,0.6498800959232613,0.3501199040767386
348,Example3,2001-02-11,Squad6,Squad7,2,2,D,6.0,4.0,3.0,3.0,3.01,3.61,2.26,2.4,1.57,2000/2001,second,1,1,1.0666666666666667,1.2666666666666666,1.2,1.6,1.3333333333333333,1.2666666666666666,1.60919540229885,1.1321839080459755,1.65919540229885,1.0821839080459754,0.3158905499219818,0.26338796544741416,0.42072148463060405,0.6045340050377834,0.3954659949622167
349,Example3,2001-02-11,Squad8,Squad5,1,0,H,8.0,12.0,4.0,2.0,2.65,3.16,2.8,1.6,2.3,2000/2001,second,3,0,1.4,1.2,1.5333333333333334,1.6,1.3333333333333333,1.2,1.6103151862464178,1.1346704871060158,1.6769818529130844,1.0680038204393492,0.35906176446716986,0.3011119227335443,0.33982631279928577,0.41025641025641024,0.5897435897435896
350,Example1,2001-02-11,Team1,Team14,1,0,H,15.0,16.0,8.0,9.0,2.56,3.25,2.66,1.99,1.78,2000/2001,second,3,0,1.4666666666666666,0.8571428571428571,1.4666666666666666,1.2142857142857142,1.6666666666666667,1.4285714285714286,1.6085714285714279,1.1314285714285701,1.697857142857142,1.042142857142856,0.3636233627484795,0.28642332573418694,0.34995331151733367,0.5278514588859416,0.4721485411140583
351,Example1,2001-02-11,Team10,Team3,0,3,A,,,,,2.95,2.79,2.43,1.59,2.2,2000/2001,second,0,3,1.7333333333333334,1.8666666666666667,1.8666666666666667,1.4666666666666666,1.6,1.8,1.6068376068376062,1.1282051282051269,1.473504273504273,1.2615384615384602,0.30568518443371345,0.3232155175912024,0.3710992979750842,0.4195250659630607,0.5804749340369394
352,Example1,2001-02-11,Team15,Team13,1,2,A,7.0,10.0,1.0,4.0,1.72,3.54,5.22,1.65,2.23,2000/2001,second,0,3,1.2666666666666666,1.6666666666666667,1.4666666666666666,1.3333333333333333,1.2666666666666666,1.6666666666666667,1.6022727272727266,1.133522727272726,1.4689393939393933,1.2668560606060593,0.5508495796816312,0.2676444285458773,0.1815059917724915,0.4252577319587629,0.5747422680412371
353,Example1,2001-02-11,Team2,Team11,2,3,A,14.0,11.0,6.0,3.0,1.96,3.36,3.94,1.76,2.06,2000/2001,second,0,3,0.6,1.6,1.5333333333333334,0.7333333333333333,0.8,2.1333333333333333,1.6005665722379596,1.1359773371104802,1.1505665722379597,1.5859773371104802,0.48058548485464536,0.28034153283187646,0.23907298231347837,0.46073298429319376,0.5392670157068064
354,Example1,2001-02-11,Team4,Team9,1,0,H,,,,,2.22,3.19,3.38,1.64,2.21,2000/2001,second,3,0,1.4,1.3333333333333333,1.2666666666666666,1.6,1.2666666666666666,1.0666666666666667,1.6016949152542366,1.141242937853106,1.7016949152542367,1.0412429378531058,0.4250382377520932,0.29579463567700537,0.27916712657090154,0.42597402597402595,0.574025974025974
355,Example1,2001-02-11,Team6,Team7,1,1,D,,,,,2.57,3.17,2.48,1.68,2.03,2000/2001,second,1,1,1.4,1.0,1.2666666666666666,1.3333333333333328,1.8,1.0,1.5999999999999994,1.138028169014083,1.716666666666666,1.0213615023474165,0.3512449680771688,0.2847632706493135,0.3639917612735177,0.45283018867924535,0.5471698113207547
356,Example1,2001-02-11,Team8,Team5,1,1,D,,,,,1.98,2.98,3.73,1.61,2.18,2000/2001,second,1,1,1.6,2.2,1.7333333333333334,1.1333333333333333,1.2,1.4666666666666661,1.5983146067415723,1.1376404494382009,1.2983146067415723,1.437640449438201,0.4555267773716047,0.3026654426831467,0.2418077799452486,0.42480211081794195,0.575197889182058
357,Example2,2001-02-21,Club1,Club13,2,2,D,13.0,10.0,3.0,3.0,2.37,3.44,2.97,2.05,1.76,2000/2001,second,1,1,1.3125,1.4375,1.3125,2.0625,1.375,0.75,1.5966386554621843,1.137254901960783,1.7528886554621843,0.9810049019607829,0.40210165889367727,0.27702934057500445,0.3208690005313182,0.5380577427821522,0.46194225721784776
358,Example2,2001-02-21,Club11,Club15,2,0,H,12.0,22.0,7.0,3.0,1.38,5.08,7.7,2.93,1.39,2000/2001,second,3,0,1.9375,1.25,1.375,1.75,1.625,1.25,1.597765363128491,1.1396648044692723,1.863390363128491,0.8740398044692723,0.689239574009205,0.18723437246706745,0.12352605352372761,0.6782407407407407,0.3217592592592592
359,Example2,2001-02-21,Club12,Club14,4,0,H,12.0,1.0,6.0,1.0,2.23,3.3,3.06,1.96,1.81,2000/2001,second,3,0,0.9333333333333333,1.133333333333333,1.8,1.2666666666666666,0.6666666666666666,1.1333333333333333,1.5988857938718657,1.1364902506963774,1.4155524605385323,1.3198235840297108,0.4158841553820302,0.2810368686369477,0.303078975981022,0.519893899204244,0.48010610079575594
360,Example2,2001-02-21,Club3,Club8,6,0,H,,,,,1.42,4.38,7.01,2.19,1.62,2000/2001,second,3,0,1.2499999999999998,1.5,0.625,0.875,1.75,1.6875,1.605555555555555,1.133333333333332,1.605555555555555,1.133333333333332,0.6549780705496869,0.21234448862569757,0.1326774408246156,0.5748031496062992,0.4251968503937008
361,Example2,2001-02-21,Club5,Club6,4,1,H,,,,,2.07,2.97,3.43,1.52,2.27,2000/2001,second,3,0,1.4375,1.625,1.375,1.4375,1.375,1.625,1.617728531855955,1.130193905817173,1.586478531855955,1.161443905817173,0.43469411267713826,0.3029686239870963,0.26233726333576557,0.40105540897097625,0.5989445910290239
362,Example2,2001-02-21,Club7,Club4,4,0,H,,,,,1.69,3.25,4.94,1.52,2.37,2000/2001,second,3,0,1.0,1.5625,0.9375,1.75,1.25,1.5,1.6243093922651928,1.129834254143645,1.6868093922651928,1.067334254143645,0.5370265686828717,0.2792538157150933,0.18371961560203504,0.390745501285347,0.609254498714653
363,Example2,2001-02-21,Club9,Club2,0,2,A,17.0,11.0,2.0,3.0,3.31,3.36,2.19,1.77,2.01,2000/2001,second,0,3,1.375,1.1875,1.375,1.3125,1.5,1.375,1.6308539944903575,1.126721763085398,1.6621039944903575,1.095471763085398,0.2859974581113067,0.28174154355607894,0.43226099833261433,0.46825396825396826,0.5317460317460317
364,Example3,2001-02-21,Squad1,Squad13,4,1,H,11.0,11.0,7.0,6.0,2.28,3.04,3.44,1.47,2.6,2000/2001,second,3,0,1.9375000000000002,1.4375,1.125,1.6875,2.0625,1.25,1.6263736263736257,1.1291208791208778,1.8919986263736257,0.8634958791208778,0.4144578313253012,0.3108433734939759,0.2746987951807229,0.3611793611793612,0.6388206388206389
365,Example3,2001-02-21,Squad11,Squad15,1,2,A,18.0,9.0,8.0,3.0,1.97,3.51,3.6,2.0,1.79,2000/2001,second,0,3,1.1875,1.3125,1.25,1.375,1.3125,1.25,1.6328767123287664,1.12876712328767,1.6328767123287664,1.12876712328767,0.4742762557848867,0.26618923757727264,0.25953450663784083,0.5277044854881265,0.4722955145118733
366,Example3,2001-02-21,Squad12,Squad14,2,0,H,22.0,9.0,13.0,1.0,1.87,3.51,4.05,1.95,1.84,2000/2001,second,3,0,1.0,1.6,1.6666666666666667,1.2666666666666666,0.8666666666666667,1.2666666666666666,1.631147540983606,1.1311475409836054,1.381147540983606,1.3811475409836054,0.5013808208742024,0.26711741738882017,0.23150176173697748,0.5145118733509234,0.48548812664907653
367,Example3,2001-02-21,Squad3,Squad8,1,1,D,9.0,4.0,4.0,2.0,2.39,3.24,2.78,1.68,2.07,2000/2001,second,1,1,1.5,1.375,1.1875,1.4375,1.75,1.4375,1.6321525885558577,1.1280653950953665,1.7259025885558577,1.0343153950953665,0.3850053430220132,0.2840008548835221,0.33099380209446466,0.448,0.5519999999999999
368,Example3,2001-02-21,Squad5,Squad6,1,3,A,10.0,16.0,6.0,5.0,2.95,2.92,2.45,1.59,2.24,2000/2001,second,0,3,1.125,1.125,1.5625,1.25,1.125,1.3125,1.6304347826086951,1.1277173913043463,1.5523097826086951,1.2058423913043463,0.31110434650257657,0.3143006240351373,0.37459502946228607,0.41514360313315923,0.5848563968668407
369,Example3,2001-02-21,Squad7,Squad4,2,0,H,,,,,2.05,3.49,3.39,2.29,1.59,2000/2001,second,3,0,1.3125,1.3125,1.625,1.6875,1.25,1.4375,1.628726287262872,1.1327913279132775,1.644351287262872,1.1171663279132775,0.4561810056641386,0.2679573242439782,0.27586167009188317,0.5902061855670103,0.40979381443298973
370,Example3,2001-02-21,Squad9,Squad2,3,0,H,9.0,11.0,7.0,2.0,1.49,3.88,7.24,1.83,1.96,2000/2001,second,3,0,1.25,1.5,0.75,1.1875,1.4375,1.6875,1.629729729729729,1.1297297297297282,1.676604729729729,1.0828547297297282,0.6290013434841021,0.24154948499776085,0.12944917151813704,0.48284960422163586,0.5171503957783641
371,Example1,2001-02-21,Team1,Team13,1,2,A,8.0,8.0,4.0,4.0,2.51,3.16,2.58,1.63,2.13,2000/2001,second,0,3,1.4375,1.6875,1.375,1.3125,1.75,1.75,1.6334231805929913,1.126684636118597,1.5552981805929913,1.204809636118597,0.3613797750019947,0.2870453276123438,0.35157489738566144,0.4335106382978723,0.5664893617021276
372,Example1,2001-02-21,Team11,Team15,1,1,D,7.0,9.0,3.0,5.0,2.96,3.36,2.26,2.02,1.74,2000/2001,second,1,1,1.6875,1.25,0.8125,1.5,2.1875,1.1875,1.6317204301075263,1.1290322580645147,1.9129704301075263,0.8477822580645147,0.3134121376213432,0.27610116885689756,0.41048669352175926,0.5372340425531915,0.46276595744680854
373,Example1,2001-02-21,Team12,Team14,0,0,D,16.0,9.0,5.0,1.0,1.7,3.46,5.3,1.87,1.92,2000/2001,second,1,1,1.1333333333333333,0.8,1.7333333333333334,1.2,1.0666666666666667,1.3333333333333333,1.6300268096514738,1.1286863270777465,1.5800268096514738,1.1786863270777466,0.5518507372855853,0.2711405356605477,0.177008727053867,0.49340369393139843,0.5065963060686015
374,Example1,2001-02-21,Team3,Team8,0,2,A,,,,,3.23,3.0,2.27,1.62,2.23,2000/2001,second,0,3,1.9375,1.5625,1.375,1.6875,1.875,1.1875,1.6256684491978604,1.1256684491978595,1.7975434491978604,0.9537934491978595,0.2857490527481842,0.3076564801255449,0.40659446712627084,0.42077922077922075,0.5792207792207792
375,Example1,2001-02-21,Team5,Team6,0,1,A,6.0,14.0,2.0,6.0,8.08,4.47,1.33,2.11,1.65,2000/2001,second,0,3,2.125,1.375,1.125,1.25,1.4374999999999996,1.75,1.6213333333333326,1.1279999999999986,1.8400833333333326,0.9092499999999986,0.11257718840124144,0.2034952309355774,0.683927580663181,0.5611702127659575,0.4388297872340426
376,Example1,2001-02-21,Team7,Team4,1,1,D,,,,,2.05,2.95,3.69,1.51,2.38,2000/2001,second,1,1,1.0,1.375,1.3124999999999996,1.1875,1.0,1.375,1.6170212765957441,1.1276595744680835,1.4920212765957444,1.2526595744680833,0.44435146443514645,0.30878661087866105,0.24686192468619247,0.3881748071979434,0.6118251928020565
377,Example1,2001-02-21,Team9,Team2,0,1,A,,,,,2.54,3.0,2.84,1.63,2.21,2000/2001,second,0,3,1.25,0.6875,1.5625,1.625,1.0,0.75,1.6153846153846148,1.12732095490716,1.7716346153846148,0.9710709549071601,0.36482597972047137,0.30888599616333245,0.3262880241161963,0.4244791666666667,0.5755208333333334
378,Example2,2001-03-03,Club12,Club1,3,0,H,,,,,1.97,3.22,3.88,1.7,2.12,2000/2001,second,3,0,1.125,1.3529411764705883,1.6875,1.3529411764705883,0.8125,1.3529411764705883,1.6111111111111105,1.1269841269841254,1.4704861111111105,1.2676091269841254,0.47180199844414406,0.28864904873756636,0.23954895281828967,0.4450261780104712,0.5549738219895288
379,Example2,2001-03-03,Club13,Club11,0,4,A,,,,,2.49,2.74,2.84,1.86,1.98,2000/2001,second,0,3,1.4705882352941178,1.9411764705882353,2.0588235294117645,1.2941176470588236,0.7647058823529411,1.7058823529411764,1.614775725593667,1.1240105540897083,1.3059521961819023,1.432834083501473,0.3589994371603355,0.3262440140617648,0.3147565487778998,0.484375,0.5156249999999999
380,Example2,2001-03-03,Club14,Club10,2,3,A,,,,,4.35,4.03,1.69,3.03,1.35,2000/2001,second,0,3,1.0624999999999998,1.1875,1.4375,0.9375,1.0625,1.375,1.6105263157894731,1.1315789473684195,1.4542763157894731,1.2878289473684195,0.21489806800935235,0.23196193445178226,0.5531399975388654,0.6917808219178082,0.3082191780821918
381,Example2,2001-03-03,Club15,Club9,2,1,H,19.0,13.0,12.0,5.0,2.66,3.24,2.64,1.79,1.99,2000/2001,second,3,0,1.1764705882352942,1.2941176470588236,1.7647058823529411,1.411764705882353,1.1764705882352942,1.411764705882353,1.6115485564304457,1.1364829396325442,1.4939014976069163,1.2541299984560736,0.3535363555202857,0.2902489832357901,0.35621466124392426,0.4735449735449735,0.5264550264550264
382,Example2,2001-03-03,Club2,Club7,4,3,H,,,,,1.79,3.31,3.98,2.0,1.71,2000/2001,second,3,0,1.2352941176470589,1.1764705882352942,1.2352941176470589,0.8823529411764706,1.4705882352941178,1.3529411764705883,1.6125654450261775,1.13612565445026,1.5390360332614716,1.2096550662149659,0.5023776927799747,0.2716785710199863,0.22594373620003888,0.5390835579514824,0.46091644204851756
383,Example2,2001-03-03,Club4,Club5,2,1,H,,,,,1.74,3.37,4.15,2.0,1.68,2000/2001,second,3,0,1.4705882352941178,1.588235294117647,1.8823529411764706,1.3529411764705883,1.411764705882353,1.4705882352941178,1.6187989556135765,1.140992167101826,1.4570342497312236,1.3027568729841787,0.5166363135982978,0.2667499067243437,0.21661377967735856,0.5434782608695652,0.45652173913043476
384,Example2,2001-03-03,Club6,Club3,0,2,A,12.0,14.0,3.0,8.0,6.62,3.65,1.52,1.76,1.99,2000/2001,second,0,3,1.588235294117647,1.5294117647058822,1.588235294117647,0.5882352941176471,1.5294117647058822,1.8235294117647058,1.619791666666666,1.1406249999999982,1.3844975490196072,1.375919117647057,0.13949021205127043,0.2529932065149069,0.6075165814338226,0.4693333333333332,0.5306666666666666
385,Example3,2001-03-03,Squad12,Squad1,2,0,H,,,,,2.01,3.24,3.41,1.85,1.89,2000/2001,second,3,0,1.0625,2.0588235294117645,1.5625,1.1176470588235294,1.0,2.1176470588235294,1.615584415584415,1.142857142857141,1.2552902979373561,1.5031512605042,0.45252694051583264,0.2807343056903776,0.2667387537937898,0.4946524064171124,0.5053475935828876
386,Example3,2001-03-03,Squad13,Squad11,3,0,H,10.0,5.0,7.0,1.0,1.29,5.4,9.72,2.16,1.68,2000/2001,second,3,0,1.411764705882353,1.1764705882352942,1.8235294117647058,1.2941176470588236,1.1764705882352942,1.2352941176470589,1.6165803108808283,1.139896373056993,1.5430508991161225,1.213425784821699,0.7290729072907289,0.17416741674167416,0.09675967596759674,0.5625,0.4375
387,Example3,2001-03-03,Squad14,Squad10,0,2,A,23.0,11.0,5.0,7.0,2.46,3.28,2.96,1.85,1.95,2000/2001,second,0,3,1.5,1.375,1.3125,1.3125,1.1875,1.125,1.6201550387596892,1.136950904392763,1.6514050387596892,1.105700904392763,0.387434554973822,0.2905759162303665,0.32198952879581155,0.48684210526315796,0.513157894736842
388,Example3,2001-03-03,Squad15,Squad9,3,0,H,13.0,6.0,5.0,1.0,1.32,4.96,8.9,2.17,1.65,2000/2001,second,3,0,1.3529411764705883,1.3529411764705883,1.3529411764705883,0.7058823529411765,1.3529411764705883,1.5294117647058822,1.6159793814432983,1.139175257731957,1.4542146755609453,1.30093996361431,0.7069917615856705,0.18815103332521876,0.10485720508911067,0.5680628272251308,0.43193717277486904
389,Example3,2001-03-03,Squad2,Squad7,0,4,A,,,,,6.96,3.74,1.49,1.76,2.03,2000/2001,second,0,3,1.411764705882353,1.3529411764705883,1.2941176470588236,1.5294117647058822,1.588235294117647,1.3529411764705883,1.6195372750642667,1.136246786632389,1.6930666868289725,1.0627173748676833,0.13276503690432512,0.24707076386473334,0.6201641992309416,0.4643799472295515,0.5356200527704486
390,Example3,2001-03-03,Squad4,Squad5,2,1,H,25.0,8.0,9.0,6.0,2.37,3.06,3.13,1.63,2.23,2000/2001,second,3,0,1.2352941176470589,1.1176470588235294,1.7058823529411764,1.6470588235294117,1.3529411764705883,1.0588235294117647,1.6153846153846148,1.143589743589742,1.6300904977375559,1.1288838612368008,0.39499177255125145,0.30592500030930264,0.299083227139446,0.422279792746114,0.5777202072538861
391,Example3,2001-03-03,Squad6,Squad3,3,1,H,20.0,10.0,7.0,7.0,2.7,3.08,2.68,1.65,2.18,2000/2001,second,3,0,1.2352941176470589,1.4705882352941178,1.2352941176470589,1.1764705882352942,1.411764705882353,1.7058823529411764,1.6163682864450122,1.1432225063938604,1.5428388746803063,1.2167519181585662,0.346730291014181,0.3039518784864574,0.3493178304993615,0.4308093994778067,0.5691906005221932
392,Example1,2001-03-03,Team12,Team1,2,4,A,10.0,7.0,5.0,5.0,1.76,3.57,4.97,1.7,2.14,2000/2001,second,0,3,1.0625,1.411764705882353,1.625,1.411764705882353,1.0625,1.6470588235294117,1.6198979591836729,1.1428571428571412,1.4792729591836729,1.2834821428571412,0.5413827719515582,0.26690019009376537,0.19171703795467654,0.44270833333333337,0.5572916666666667
393,Example1,2001-03-03,Team13,Team11,0,1,A,,,,,2.01,3.33,3.64,1.67,2.13,2000/2001,second,0,3,1.7058823529411764,1.6470588235294117,1.2941176470588236,0.8235294117647058,1.8235294117647058,2.1176470588235294,1.6208651399491087,1.1501272264631028,1.5179239634785204,1.2530684029336912,0.46386462004753,0.2799903562449055,0.2561450237075646,0.43947368421052635,0.5605263157894738
394,Example1,2001-03-03,Team14,Team10,2,2,D,,,,,1.8,3.44,3.95,1.83,1.93,2000/2001,second,1,1,0.75,1.625,1.125,1.9375,1.3125,1.5,1.6167512690355323,1.1497461928933996,1.6011262690355323,1.1653711928933996,0.5053179620676831,0.2644105615470435,0.2302714763852733,0.48670212765957455,0.5132978723404255
395,Example1,2001-03-03,Team15,Team9,0,0,D,12.0,14.0,1.0,5.0,2.56,2.98,3.14,1.53,2.53,2000/2001,second,1,1,1.2352941176470589,1.1764705882352942,1.4705882352941178,1.5294117647058822,1.1764705882352942,0.9411764705882353,1.6177215189873413,1.1518987341772138,1.6471332836932235,1.1224869694713315,0.37392305110212437,0.32122248685283167,0.3048544620450441,0.37684729064039413,0.6231527093596059
396,Example1,2001-03-03,Team2,Team7,1,0,H,13.0,7.0,7.0,4.0,2.83,3.08,2.57,1.49,2.55,2000/2001,second,3,0,0.7058823529411765,1.0,1.5294117647058822,1.2941176470588232,0.8823529411764706,1.0,1.613636363636363,1.1489898989898975,1.4812834224598925,1.281342840166368,0.33112599403474574,0.30424888412932805,0.3646251218359262,0.3688118811881188,0.6311881188118812
397,Example1,2001-03-03,Team4,Team5,3,1,H,21.0,14.0,8.0,4.0,1.55,3.9,6.03,2.12,1.69,2000/2001,second,3,0,1.3529411764705883,2.0,1.1764705882352942,1.1176470588235294,1.3529411764705883,1.3529411764705879,1.612090680100755,1.1460957178841293,1.435620091865461,1.3225663061194235,0.6044180577508771,0.24021743320868194,0.15536450904044102,0.5564304461942258,0.44356955380577423
398,Example1,2001-03-03,Team6,Team3,1,2,A,11.0,7.0,3.0,4.0,2.33,3.32,3.06,1.84,1.97,2000/2001,second,0,3,1.3529411764705883,1.8235294117647058,1.1764705882352942,1.411764705882353,1.8235294117647058,1.7647058823529411,1.6155778894472357,1.145728643216079,1.556754360035471,1.2045521726278436,0.40596852696946206,0.2849116469394117,0.30911982609112637,0.48293963254593175,0.5170603674540682
399,Example2,2001-03-13,Club1,Club11,1,0,H,15.0,6.0,9.0,2.0,1.4,4.45,8.43,2.08,1.74,2000/2001,second,3,0,1.2777777777777777,2.0555555555555554,1.4444444444444444,1.2222222222222223,1.2777777777777777,1.7777777777777777,1.6140350877192977,1.1478696741854622,1.3640350877192977,1.3978696741854622,0.6753652411086406,0.2124744578768757,0.11216030101448363,0.544502617801047,0.4554973821989528
400,Example2,2001-03-13,Club10,Club12,1,0,H,6.0,14.0,2.0,4.0,1.9,3.67,4.07,2.18,1.7,2000/2001,second,3,0,1.2941176470588236,1.2352941176470589,1.0,1.588235294117647,1.4705882352941178,0.9411764705882353,1.6124999999999994,1.1449999999999985,1.7742647058823522,0.9832352941176455,0.503894693164299,0.26087191199241644,0.23523339484328457,0.5618556701030928,0.43814432989690716
401,Example2,2001-03-13,Club3,Club4,1,0,H,17.0,6.0,4.0,1.0,1.68,3.8,5.05,1.93,1.85,2000/2001,second,3,0,1.5555555555555556,1.5,0.5555555555555556,1.8333333333333333,1.8888888888888888,1.5,1.610972568578553,1.1421446384039884,1.9443059019118862,0.8088113050706551,0.563450584297375,0.24910446884726054,0.1874449468553644,0.5105820105820106,0.48941798941798953
402,Example2,2001-03-13,Club5,Club2,4,0,H,17.0,5.0,11.0,2.0,1.63,3.9,5.15,2.02,1.75,2000/2001,second,3,0,1.5555555555555556,1.3888888888888888,1.3888888888888888,1.3333333333333333,1.3888888888888888,1.5555555555555556,1.6094527363184075,1.139303482587063,1.6372305140961854,1.111525704809285,0.5765504571354758,0.2409685243925194,0.18248101847200496,0.5358090185676393,0.46419098143236076
403,Example2,2001-03-13,Club7,Club15,2,2,D,,,,,2.84,2.93,2.45,1.69,2.08,2000/2001,second,1,1,1.2777777777777777,1.2222222222222223,1.0555555555555556,1.7222222222222223,1.2777777777777777,1.2777777777777777,1.6153846153846148,1.1364764267990057,1.7959401709401703,0.9559208712434502,0.31964537775462315,0.3098269190522627,0.3705277031931141,0.44827586206896547,0.5517241379310345
404,Example2,2001-03-13,Club8,Club14,0,1,A,10.0,18.0,1.0,3.0,8.94,4.91,1.38,2.13,1.71,2000/2001,second,0,3,1.411764705882353,1.1176470588235292,1.1764705882352942,1.5294117647058822,1.588235294117647,1.0,1.6163366336633658,1.138613861386137,1.7781013395457188,0.9768491555037839,0.10753804254670805,0.19580246443331362,0.6966594930199783,0.5546875,0.44531250000000006
