,league,date,teamHome,teamAway,goalsHome,goalsAway,result,shotsHome,shotsAway,shotsTargetHome,shotsTargetAway,oddsHome,oddsDraw,oddsAway,oddsUnder25,oddsOver25,season,round,pointsHome,pointsAway,avgGoalsHome,avgGoalsAway,avgGoalsAgainstHome,avgGoalsAgainstAway,avgPointsHome,avgPointsAway,avgGoalsHomeAllTeams,avgGoalsAwayAllTeams,anticipatedGoalsHomeAverage,anticipatedGoalsAwayAverage,probHome,probDraw,probAway,probOver25,probUnder25,anticipatedGoalsHome,anticipatedGoalsAway
326,Example3,2001-02-01,Squad5,Squad10,0,0,D,,,,,1.8,2.83,4.99,1.62,2.1,2000/2001,second,1,1,1.2857142857142858,1.5,1.7142857142857142,1.2857142857142858,1.2142857142857142,1.2142857142857142,1.5828220858895699,1.1226993865030666,1.4221078001752843,1.2834136722173521,0.5142056422216704,0.3171363932875653,0.16865796449040957,0.4294532627865962,0.5705467372134039,1.525,0.8500000000000001
327,Example3,2001-02-01,Squad7,Squad8,4,2,H,12.0,10.0,5.0,3.0,1.83,3.55,4.43,1.82,1.97,2000/2001,second,3,0,1.0714285714285714,1.3571428571428572,1.5714285714285714,1.3571428571428572,1.1428571428571428,1.4285714285714286,1.577981651376146,1.1192660550458706,1.452981651376146,1.2442660550458706,0.5259221986067342,0.2646261168126548,0.20945168458106442,0.47908183187371,0.5209181681262899,1.625,0.95
328,Example3,2001-02-01,Squad9,Squad6,1,2,A,24.0,5.0,15.0,2.0,1.99,3.47,3.62,2.08,1.73,2000/2001,second,0,3,1.3571428571428572,1.0,0.6428571428571429,1.2142857142857142,1.6428571428571428,1.2142857142857142,1.585365853658536,1.1219512195121943,1.8175087108013932,0.8898083623693372,0.47780727733507256,0.26696478225460213,0.25522794041075314,0.5486327256558471,0.4513672743441529,1.675,1.175
329,Example1,2001-02-01,Team11,Team4,3,1,H,15.0,6.0,7.0,3.0,1.89,3.46,3.86,2.05,1.74,2000/2001,second,3,0,1.5,1.4285714285714286,0.7142857142857143,1.1428571428571428,2.0714285714285716,1.3571428571428572,1.583586626139817,1.1246200607902728,1.708586626139817,0.9996200607902728,0.5001948195061579,0.26457800011918176,0.23522718037510537,0.5434538828146902,0.45654611718530985,1.7000000000000002,1.125
330,Example1,2001-02-01,Team13,Team2,4,1,H,,,,,2.14,2.82,3.57,1.68,2.07,2000/2001,second,3,0,1.5,0.5714285714285714,1.3571428571428572,1.3571428571428572,1.5714285714285714,0.8571428571428571,1.5878787878787872,1.1242424242424234,1.8200216450216444,0.8920995670995662,0.43081953619192564,0.32087853797952653,0.2483019258281613,0.44392684610075916,0.5560731538992408,1.375,1.025
331,Example1,2001-02-01,Team15,Team1,1,2,A,,,,,3.77,3.35,1.94,1.96,1.81,2000/2001,second,0,3,1.2857142857142858,1.4285714285714286,1.4285714285714286,1.5,1.3571428571428572,1.5714285714285714,1.5951661631419933,1.123867069486404,1.5773090202848505,1.1417242123435467,0.24067713235277566,0.2732536518476557,0.4860692157999799,0.5211410531063254,0.4788589468936746,1.1,1.625
332,Example1,2001-02-01,Team3,Team12,3,0,H,18.0,12.0,5.0,1.0,1.39,4.69,7.94,2.2,1.65,2000/2001,second,3,0,1.7857142857142858,1.2142857142857142,1.5714285714285714,1.6428571428571428,1.7142857142857142,1.1428571428571428,1.593373493975903,1.1265060240963847,1.7540877796901888,0.9657917383820989,0.6946725246388886,0.19553164309082202,0.10979583227066426,0.5757575757575759,0.42424242424242425,2.2,0.775
333,Example1,2001-02-01,Team5,Team10,8,1,H,,,,,1.29,4.58,8.59,2.24,1.55,2000/2001,second,3,0,1.7857142857142858,1.7857142857142858,1.1428571428571428,1.4285714285714286,1.3571428571428565,1.7142857142857142,1.597597597597597,1.1231231231231222,1.6690261690261683,1.0516945516945508,0.7279423858315586,0.1849279621325265,0.08712965203564496,0.5993663594470046,0.4006336405529954,2.35,0.75
334,Example1,2001-02-01,Team7,Team8,2,3,A,12.0,9.0,4.0,5.0,2.34,3.6,2.77,2.22,1.64,2000/2001,second,0,3,0.9285714285714286,1.5,1.2142857142857137,1.7142857142857142,1.0714285714285714,1.0714285714285714,1.6167664670658677,1.1227544910179632,1.598909324208725,1.140611633875106,0.40413566849812826,0.2570044980485388,0.33885983345375553,0.5796528235552626,0.4203471764447374,1.5750000000000002,1.425
335,Example1,2001-02-01,Team9,Team6,0,1,A,4.0,24.0,2.0,6.0,10.39,4.62,1.32,1.79,2.0,2000/2001,second,0,3,1.4285714285714286,1.4285714285714286,1.6428571428571428,1.3571428571428572,1.1428571428571428,1.7142857142857142,1.6179104477611934,1.128358208955223,1.546481876332622,1.1997867803837945,0.07767606153802221,0.19501320229516456,0.7273107361671831,0.4706703910614525,0.5293296089385474,0.525,2.025
336,Example2,2001-02-11,Club1,Club14,1,1,D,9.0,11.0,4.0,6.0,1.95,3.49,3.7,1.97,1.81,2000/2001,second,1,1,1.3333333333333333,1.1428571428571426,1.3333333333333333,1.2857142857142858,1.4,1.1428571428571428,1.6130952380952375,1.1279761904761896,1.6488095238095233,1.0922619047619038,0.4869692844422919,0.26450122444988233,0.24852949110741424,0.5224359873236671,0.4775640126763328,1.625,1.125
337,Example2,2001-02-11,Club10,Club3,0,0,D,9.0,16.0,2.0,6.0,4.46,3.74,1.8,2.01,1.81,2000/2001,second,1,1,1.2666666666666666,1.333333333333333,1.0,0.6666666666666666,1.4,1.8,1.6112759643916907,1.1275964391691387,1.5112759643916909,1.2275964391691385,0.20995434826457854,0.2525908548357956,0.5374547968991706,0.5274868750171793,0.4725131249828208,1.025,1.75
338,Example2,2001-02-11,Club15,Club13,2,2,D,17.0,9.0,7.0,3.0,1.17,7.7,16.12,2.96,1.39,2000/2001,second,1,1,1.2,1.4,1.7333333333333334,2.066666666666667,1.2666666666666666,0.7333333333333333,1.6065088757396444,1.1242603550295849,1.6398422090729778,1.0909270216962514,0.8334056059163041,0.1165341035020058,0.05006029058201014,0.6907933112969084,0.30920668870309154,2.9250000000000003,0.65
339,Example2,2001-02-11,Club2,Club11,1,4,A,11.0,10.0,4.0,5.0,2.1,3.21,3.16,1.71,2.01,2000/2001,second,0,3,1.2,1.8,1.1333333333333333,1.4,1.4666666666666666,1.5333333333333334,1.6076696165191733,1.1268436578171084,1.52433628318584,1.2101769911504419,0.4387559848280896,0.27822244544377445,0.2830215697277432,0.4563585580867592,0.5436414419132407,1.4,1.075
340,Example2,2001-02-11,Club4,Club9,2,1,H,14.0,4.0,4.0,2.0,1.6,3.65,5.75,2.05,1.72,2000/2001,second,3,0,1.5333333333333334,1.4,1.8,1.3333333333333333,1.4,1.6,1.6058823529411759,1.135294117647058,1.5225490196078426,1.2186274509803912,0.5959818114228446,0.2510321455563112,0.1529860430204764,0.5467952353942145,0.4532047646057855,1.925,0.925
341,Example2,2001-02-11,Club6,Club7,2,1,H,,,,,1.84,3.05,4.62,1.65,2.1,2000/2001,second,3,0,1.6,1.0,1.4666666666666666,0.8666666666666667,1.5333333333333334,1.3333333333333333,1.6070381231671547,1.1348973607038113,1.6070381231671547,1.1348973607038113,0.5103661325968414,0.2992399761638445,0.19039389123974068,0.4350649350649351,0.564935064935065,1.525,0.875
342,Example2,2001-02-11,Club8,Club5,3,2,H,12.0,7.0,5.0,4.0,2.43,3.26,3.0,1.78,2.04,2000/2001,second,3,0,1.4,1.4,0.8,1.2666666666666666,1.6,1.4666666666666666,1.6081871345029233,1.1345029239766071,1.72485380116959,1.0178362573099404,0.39354732303440765,0.29010507093658694,0.3163476060294532,0.46419916281119183,0.5358008371888081,1.3250000000000002,1.175
343,Example3,2001-02-11,Squad1,Squad14,0,0,D,11.0,9.0,2.0,4.0,2.13,3.29,3.49,1.71,2.07,2000/2001,second,1,1,2.066666666666667,1.7142857142857142,1.2,1.3571428571428572,2.1333333333333333,1.2857142857142858,1.612244897959183,1.1370262390670545,1.7396258503401354,1.0096452866861019,0.44779214052256017,0.28468103559878427,0.26752682387823234,0.4491482329010933,0.5508517670989066,1.425,1.05
344,Example3,2001-02-11,Squad10,Squad3,1,3,A,16.0,12.0,11.0,8.0,1.96,3.23,3.53,1.93,1.79,2000/2001,second,0,3,1.4,1.4,1.2,1.2,1.2,1.6666666666666667,1.607558139534883,1.133720930232557,1.607558139534883,1.133720930232557,0.4723142868196873,0.2766493291231489,0.2510363840575389,0.5202622514255941,0.4797377485744059,1.6,1.125
345,Example3,2001-02-11,Squad15,Squad13,4,0,H,20.0,10.0,13.0,5.0,1.98,3.24,3.53,1.88,1.86,2000/2001,second,3,0,1.1333333333333333,1.5333333333333334,1.4666666666666666,1.5333333333333334,1.1333333333333333,1.3333333333333333,1.6057971014492747,1.1391304347826074,1.5224637681159414,1.2224637681159407,0.469470615976664,0.2776268717207414,0.25290251230217403,0.5028597574925646,0.4971402425074354,1.5750000000000002,1.1
346,Example3,2001-02-11,Squad2,Squad11,1,1,D,,,,,2.08,2.83,3.54,1.64,2.03,2000/2001,second,1,1,1.5333333333333334,1.2,1.2,1.2666666666666666,1.7333333333333334,1.3333333333333333,1.6127167630057797,1.135838150289016,1.7127167630057798,1.035838150289016,0.4388547415255532,0.31495863546377817,0.24618662301027136,0.44142736993872406,0.558572630061276,1.4,1.025
347,Example3,2001-02-11,Squad4,Squad9,1,0,H,23.0,10.0,5.0,2.0,1.25,6.15,12.08,2.71,1.46,2000/2001,second,3,0,1.3333333333333333,1.3333333333333333,1.8,0.7333333333333333,1.3333333333333333,1.5333333333333334,1.6109510086455325,1.1354466858789611,1.3442843419788657,1.4021133525456277,0.779860940449868,0.14935574827303574,0.07078331127748017,0.6579639084062073,0.34203609159379267,2.6500000000000004,0.7250000000000001
348,Example3,2001-02-11,Squad6,Squad7,2,2,D,6.0,4.0,3.0,3.0,3.01,3.61,2.26,2.4,1.57,2000/2001,second,1,1,1.0666666666666667,1.2666666666666666,1.2,1.6,1.3333333333333333,1.2666666666666666,1.60919540229885,1.1321839080459755,1.65919540229885,1.0821839080459754,0.3152135932338124,0.26071343887650933,0.42407296788922805,0.6101380042462844,0.38986199575371555,1.4500000000000002,1.7000000000000002
349,Example3,2001-02-11,Squad8,Squad5,1,0,H,8.0,12.0,4.0,2.0,2.65,3.16,2.8,1.6,2.3,2000/2001,second,3,0,1.4,1.2,1.5333333333333334,1.6,1.3333333333333333,1.2,1.6103151862464178,1.1346704871060158,1.6769818529130844,1.0680038204393492,0.36003275731112366,0.2998971341120955,0.34007010857634207,0.4048913043478261,0.5951086956521738,1.175,1.125
350,Example1,2001-02-11,Team1,Team14,1,0,H,15.0,16.0,8.0,9.0,2.56,3.25,2.66,1.99,1.78,2000/2001,second,3,0,1.4666666666666666,0.8571428571428571,1.4666666666666666,1.2142857142857142,1.6666666666666667,1.4285714285714286,1.6085714285714279,1.1314285714285701,1.697857142857142,1.042142857142856,0.36527800264558113,0.28386434282612655,0.3508576545278409,0.5296425949974591,0.47035740500254075,1.4,1.375
351,Example1,2001-02-11,Team10,Team3,0,3,A,,,,,2.95,2.79,2.43,1.59,2.2,2000/2001,second,0,3,1.7333333333333334,1.8666666666666667,1.8666666666666667,1.4666666666666666,1.6,1.8,1.6068376068376062,1.1282051282051269,1.473504273504273,1.2615384615384602,0.3034869750260825,0.322404230518378,0.37410879445594925,0.4128073184676959,0.5871926815323042,1.075,1.225
352,Example1,2001-02-11,Team15,Team13,1,2,A,7.0,10.0,1.0,4.0,1.72,3.54,5.22,1.65,2.23,2000/2001,second,0,3,1.2666666666666666,1.6666666666666667,1.4666666666666666,1.3333333333333333,1.2666666666666666,1.6666666666666667,1.6022727272727266,1.133522727272726,1.4689393939393933,1.2668560606060593,0.5598019186770665,0.26488996033607615,0.1753081209864368,0.42118494360646824,0.5788150563935317,1.5750000000000002,0.775
353,Example1,2001-02-11,Team2,Team11,2,3,A,14.0,11.0,6.0,3.0,1.96,3.36,3.94,1.76,2.06,2000/2001,second,0,3,0.6,1.6,1.5333333333333334,0.7333333333333333,0.8,2.1333333333333333,1.6005665722379596,1.1359773371104802,1.1505665722379597,1.5859773371104802,0.4873113213078149,0.2779041127682409,0.23478456592350525,0.45862753751103275,0.5413724624889674,1.5,0.975
354,Example1,2001-02-11,Team4,Team9,1,0,H,,,,,2.22,3.19,3.38,1.64,2.21,2000/2001,second,3,0,1.4,1.3333333333333333,1.2666666666666666,1.6,1.2666666666666666,1.0666666666666667,1.6016949152542366,1.141242937853106,1.7016949152542367,1.0412429378531058,0.42909966762368773,0.29412843629818536,0.2767718960776916,0.4213662951109149,0.5786337048890852,1.3250000000000002,1.025
355,Example1,2001-02-11,Team6,Team7,1,1,D,,,,,2.57,3.17,2.48,1.68,2.03,2000/2001,second,1,1,1.4,1.0,1.2666666666666666,1.3333333333333328,1.8,1.0,1.5999999999999994,1.138028169014083,1.716666666666666,1.0213615023474165,0.35264521403689214,0.28095353354712815,0.3664012524164122,0.4486863711001643,0.5513136288998358,1.225,1.25
356,Example1,2001-02-11,Team8,Team5,1,1,D,,,,,1.98,2.98,3.73,1.61,2.18,2000/2001,second,1,1,1.6,2.2,1.7333333333333334,1.1333333333333333,1.2,1.4666666666666661,1.5983146067415723,1.1376404494382009,1.2983146067415723,1.437640449438201,0.4652720289030282,0.3001576398870556,0.23457033121030024,0.41879879195395747,0.5812012080460426,1.4,0.925
357,Example2,2001-02-21,Club1,Club13,2,2,D,13.0,10.0,3.0,3.0,2.37,3.44,2.97,2.05,1.76,2000/2001,second,1,1,1.3125,1.4375,1.3125,2.0625,1.375,0.75,1.5966386554621843,1.137254901960783,1.7528886554621843,0.9810049019607829,0.4046185946939412,0.27497325560665353,0.3204081496998432,0.5401884700665188,0.4598115299334811,1.5,1.3250000000000002
358,Example2,2001-02-21,Club11,Club15,2,0,H,12.0,22.0,7.0,3.0,1.38,5.08,7.7,2.93,1.39,2000/2001,second,3,0,1.9375,1.25,1.375,1.75,1.625,1.25,1.597765363128491,1.1396648044692723,1.863390363128491,0.8740398044692723,0.7028354946652081,0.18156134047556677,0.11560316485965821,0.6890637660520048,0.3109362339479951,2.5500000000000003,1.0
359,Example2,2001-02-21,Club12,Club14,4,0,H,12.0,1.0,6.0,1.0,2.23,3.3,3.06,1.96,1.81,2000/2001,second,3,0,0.9333333333333333,1.133333333333333,1.8,1.2666666666666666,0.6666666666666666,1.1333333333333333,1.5988857938718657,1.1364902506963774,1.4155524605385323,1.3198235840297108,0.4206501084411542,0.27802506715204583,0.30132482440639297,0.5211410531063254,0.4788589468936746,1.5,1.25
360,Example2,2001-02-21,Club3,Club8,6,0,H,,,,,1.42,4.38,7.01,2.19,1.62,2000/2001,second,3,0,1.2499999999999998,1.5,0.625,0.875,1.75,1.6875,1.605555555555555,1.133333333333332,1.605555555555555,1.133333333333332,0.6728862874094338,0.20541441065830895,0.12169930193189703,0.5803314730255369,0.4196685269744631,2.15,0.8500000000000001
361,Example2,2001-02-21,Club5,Club6,4,1,H,,,,,2.07,2.97,3.43,1.52,2.27,2000/2001,second,3,0,1.4375,1.625,1.375,1.4375,1.375,1.625,1.617728531855955,1.130193905817173,1.586478531855955,1.161443905817173,0.44296645924169953,0.3004554767129959,0.2565780640456875,0.39131694875956413,0.608683051240436,1.3,0.925
362,Example2,2001-02-21,Club7,Club4,4,0,H,,,,,1.69,3.25,4.94,1.52,2.37,2000/2001,second,3,0,1.0,1.5625,0.9375,1.75,1.25,1.5,1.6243093922651928,1.129834254143645,1.6868093922651928,1.067334254143645,0.5522811738658272,0.2750288619014599,0.17268996423305166,0.38202309571396836,0.6179769042860316,1.475,0.7250000000000001
363,Example2,2001-02-21,Club9,Club2,0,2,A,17.0,11.0,2.0,3.0,3.31,3.36,2.19,1.77,2.01,2000/2001,second,0,3,1.375,1.1875,1.375,1.3125,1.5,1.375,1.6308539944903575,1.126721763085398,1.6621039944903575,1.095471763085398,0.28401876262932574,0.2795868547766727,0.4363943825944563,0.466270343199258,0.533729656800742,1.1,1.425
364,Example3,2001-02-21,Squad1,Squad13,4,1,H,11.0,11.0,7.0,6.0,2.28,3.04,3.44,1.47,2.6,2000/2001,second,3,0,1.9375000000000002,1.4375,1.125,1.6875,2.0625,1.25,1.6263736263736257,1.1291208791208778,1.8919986263736257,0.8634958791208778,0.4179574048445846,0.30986665477187086,0.2721759403839722,0.3521716378859237,0.6478283621140765,1.2000000000000002,0.9
365,Example3,2001-02-21,Squad11,Squad15,1,2,A,18.0,9.0,8.0,3.0,1.97,3.51,3.6,2.0,1.79,2000/2001,second,0,3,1.1875,1.3125,1.25,1.375,1.3125,1.25,1.6328767123287664,1.12876712328767,1.6328767123287664,1.12876712328767,0.4816076307756863,0.262693241736726,0.25569912748717777,0.5293296089385474,0.4706703910614525,1.625,1.15
366,Example3,2001-02-21,Squad12,Squad14,2,0,H,22.0,9.0,13.0,1.0,1.87,3.51,4.05,1.95,1.84,2000/2001,second,3,0,1.0,1.6,1.6666666666666667,1.2666666666666666,0.8666666666666667,1.2666666666666666,1.631147540983606,1.1311475409836054,1.381147540983606,1.3811475409836054,0.509667945767912,0.2638316116361105,0.2265004425955626,0.5153288740245261,0.4846711259754738,1.675,1.05
367,Example3,2001-02-21,Squad3,Squad8,1,1,D,9.0,4.0,4.0,2.0,2.39,3.24,2.78,1.68,2.07,2000/2001,second,1,1,1.5,1.375,1.1875,1.4375,1.75,1.4375,1.6321525885558577,1.1280653950953665,1.7259025885558577,1.0343153950953665,0.3883010386241711,0.28086534682176606,0.33083361455362914,0.44392684610075916,0.5560731538992408,1.275,1.175
368,Example3,2001-02-21,Squad5,Squad6,1,3,A,10.0,16.0,6.0,5.0,2.95,2.92,2.45,1.59,2.24,2000/2001,second,0,3,1.125,1.125,1.5625,1.25,1.125,1.3125,1.6304347826086951,1.1277173913043463,1.5523097826086951,1.2058423913043463,0.30964098245845073,0.31304639271778245,0.37731262482417605,0.40874887690925427,0.5912511230907457,1.075,1.225
369,Example3,2001-02-21,Squad7,Squad4,2,0,H,,,,,2.05,3.49,3.39,2.29,1.59,2000/2001,second,3,0,1.3125,1.3125,1.625,1.6875,1.25,1.4375,1.628726287262872,1.1327913279132775,1.644351287262872,1.1171663279132775,0.46248182425784934,0.26460751660541854,0.27291065913628243,0.5961247974513196,0.40387520254868037,1.75,1.3250000000000002
370,Example3,2001-02-21,Squad9,Squad2,3,0,H,9.0,11.0,7.0,2.0,1.49,3.88,7.24,1.83,1.96,2000/2001,second,3,0,1.25,1.5,0.75,1.1875,1.4375,1.6875,1.629729729729729,1.1297297297297282,1.676604729729729,1.0828547297297282,0.6436708561016732,0.2368122390354723,0.11951690486323521,0.48187799710047957,0.5181220028995203,1.875,0.7250000000000001
371,Example1,2001-02-21,Team1,Team13,1,2,A,8.0,8.0,4.0,4.0,2.51,3.16,2.58,1.63,2.13,2000/2001,second,0,3,1.4375,1.6875,1.375,1.3125,1.75,1.75,1.6334231805929913,1.126684636118597,1.5552981805929913,1.204809636118597,0.3634774881259616,0.2835883940720459,0.35293411780243283,0.4279933177798899,0.57200668222011,1.2000000000000002,1.175
372,Example1,2001-02-21,Team11,Team15,1,1,D,7.0,9.0,3.0,5.0,2.96,3.36,2.26,2.02,1.74,2000/2001,second,1,1,1.6875,1.25,0.8125,1.5,2.1875,1.1875,1.6317204301075263,1.1290322580645147,1.9129704301075263,0.8477822580645147,0.31225568550915694,0.27282313867724683,0.4149211758140193,0.5398315693638328,0.46016843063616714,1.3,1.525
373,Example1,2001-02-21,Team12,Team14,0,0,D,16.0,9.0,5.0,1.0,1.7,3.46,5.3,1.87,1.92,2000/2001,second,1,1,1.1333333333333333,0.8,1.7333333333333334,1.2,1.0666666666666667,1.3333333333333333,1.6300268096514738,1.1286863270777465,1.5800268096514738,1.1786863270777466,0.5625211057097654,0.26802363693043785,0.16945525735939782,0.49303698752228164,0.5069630124777182,1.725,0.9
374,Example1,2001-02-21,Team3,Team8,0,2,A,,,,,3.23,3.0,2.27,1.62,2.23,2000/2001,second,0,3,1.9375,1.5625,1.375,1.6875,1.875,1.1875,1.6256684491978604,1.1256684491978595,1.7975434491978604,0.9537934491978595,0.28283070249664793,0.30607031325404466,0.4110989842497346,0.4155732713281293,0.5844267286718706,1.025,1.3
375,Example1,2001-02-21,Team5,Team6,0,1,A,6.0,14.0,2.0,6.0,8.08,4.47,1.33,2.11,1.65,2000/2001,second,0,3,2.125,1.375,1.125,1.25,1.4374999999999996,1.75,1.6213333333333326,1.1279999999999986,1.8400833333333326,0.9092499999999986,0.0969191702410446,0.19347261977336883,0.7096082099858495,0.5660634783857533,0.43393652161424673,0.7250000000000001,2.225
376,Example1,2001-02-21,Team7,Team4,1,1,D,,,,,2.05,2.95,3.69,1.51,2.38,2000/2001,second,1,1,1.0,1.375,1.3124999999999996,1.1875,1.0,1.375,1.6170212765957441,1.1276595744680835,1.4920212765957444,1.2526595744680833,0.4523295395164658,0.3069774978155819,0.24069296266751167,0.3789582057988758,0.6210417942011242,1.3,0.9
377,Example1,2001-02-21,Team9,Team2,0,1,A,,,,,2.54,3.0,2.84,1.63,2.21,2000/2001,second,0,3,1.25,0.6875,1.5625,1.625,1.0,0.75,1.6153846153846148,1.12732095490716,1.7716346153846148,0.9710709549071601,0.3666612455228824,0.30746345485931675,0.3258752996182427,0.419495877633734,0.5805041223662661,1.2000000000000002,1.125
378,Example2,2001-03-03,Club12,Club1,3,0,H,,,,,1.97,3.22,3.88,1.7,2.12,2000/2001,second,3,0,1.125,1.3529411764705883,1.6875,1.3529411764705883,0.8125,1.3529411764705883,1.6111111111111105,1.1269841269841254,1.4704861111111105,1.2676091269841254,0.4795680502082061,0.2861145087112278,0.23431744108100813,0.44173140954494994,0.5582685904550498,1.475,0.95
379,Example2,2001-03-03,Club13,Club11,0,4,A,,,,,2.49,2.74,2.84,1.86,1.98,2000/2001,second,0,3,1.4705882352941178,1.9411764705882353,2.0588235294117645,1.2941176470588236,0.7647058823529411,1.7058823529411764,1.614775725593667,1.1240105540897083,1.3059521961819023,1.432834083501473,0.3612216185175152,0.325627571605673,0.3131508098764399,0.4837080482241773,0.5162919517758227,1.3250000000000002,1.225
380,Example2,2001-03-03,Club14,Club10,2,3,A,,,,,4.35,4.03,1.69,3.03,1.35,2000/2001,second,0,3,1.0624999999999998,1.1875,1.4375,0.9375,1.0625,1.375,1.6105263157894731,1.1315789473684195,1.4542763157894731,1.2878289473684195,0.20879330843415714,0.22670709352098517,0.564499598045264,0.7053538687202054,0.29464613127979467,1.375,2.25
381,Example2,2001-03-03,Club15,Club9,2,1,H,19.0,13.0,12.0,5.0,2.66,3.24,2.64,1.79,1.99,2000/2001,second,3,0,1.1764705882352942,1.2941176470588236,1.7647058823529411,1.411764705882353,1.1764705882352942,1.411764705882353,1.6115485564304457,1.1364829396325442,1.4939014976069163,1.2541299984560736,0.3544795522475322,0.2882369077357388,0.3572835400163044,0.4719266724684876,0.5280733275315123,1.275,1.275
382,Example2,2001-03-03,Club2,Club7,4,3,H,,,,,1.79,3.31,3.98,2.0,1.71,2000/2001,second,3,0,1.2352941176470589,1.1764705882352942,1.2352941176470589,0.8823529411764706,1.4705882352941178,1.3529411764705883,1.6125654450261775,1.13612565445026,1.5390360332614716,1.2096550662149659,0.5162887395639775,0.26652893017712315,0.21718233025929354,0.5423976608187135,0.45760233918128657,1.75,1.1
383,Example2,2001-03-03,Club4,Club5,2,1,H,,,,,1.74,3.37,4.15,2.0,1.68,2000/2001,second,3,0,1.4705882352941178,1.588235294117647,1.8823529411764706,1.3529411764705883,1.411764705882353,1.4705882352941178,1.6187989556135765,1.140992167101826,1.4570342497312236,1.3027568729841787,0.5317756992159588,0.2611565256823491,0.20706777510205882,0.5476190476190477,0.4523809523809524,1.775,1.075
384,Example2,2001-03-03,Club6,Club3,0,2,A,12.0,14.0,3.0,8.0,6.62,3.65,1.52,1.76,1.99,2000/2001,second,0,3,1.588235294117647,1.5294117647058822,1.588235294117647,0.5882352941176471,1.5294117647058822,1.8235294117647058,1.619791666666666,1.1406249999999982,1.3844975490196072,1.375919117647057,0.12786614929649384,0.24783277339692275,0.6243010773069552,0.467165372316126,0.5328346276838739,0.7250000000000001,1.8
385,Example3,2001-03-03,Squad12,Squad1,2,0,H,,,,,2.01,3.24,3.41,1.85,1.89,2000/2001,second,3,0,1.0625,2.0588235294117645,1.5625,1.1176470588235294,1.0,2.1176470588235294,1.615584415584415,1.142857142857141,1.2552902979373561,1.5031512605042,0.46124192334679315,0.2768767676683765,0.2618813089843924,0.4942799942799944,0.5057200057200056,1.525,1.1
386,Example3,2001-03-03,Squad13,Squad11,3,0,H,10.0,5.0,7.0,1.0,1.29,5.4,9.72,2.16,1.68,2000/2001,second,3,0,1.411764705882353,1.1764705882352942,1.8235294117647058,1.2941176470588236,1.1764705882352942,1.2352941176470589,1.6165803108808283,1.139896373056993,1.5430508991161225,1.213425784821699,0.7476532577873038,0.1664428714103883,0.08590387080197248,0.5661375661375662,0.4338624338624338,2.3000000000000003,0.65
387,Example3,2001-03-03,Squad14,Squad10,0,2,A,23.0,11.0,5.0,7.0,2.46,3.28,2.96,1.85,1.95,2000/2001,second,0,3,1.5,1.375,1.3125,1.3125,1.1875,1.125,1.6201550387596892,1.136950904392763,1.6514050387596892,1.105700904392763,0.3894096151236265,0.28901757516981164,0.3215728097061093,0.48613998613998616,0.5138600138600138,1.375,1.225
388,Example3,2001-03-03,Squad15,Squad9,3,0,H,13.0,6.0,5.0,1.0,1.32,4.96,8.9,2.17,1.65,2000/2001,second,3,0,1.3529411764705883,1.3529411764705883,1.3529411764705883,0.7058823529411765,1.3529411764705883,1.5294117647058822,1.6159793814432983,1.139175257731957,1.4542146755609453,1.30093996361431,0.7268022255618417,0.18016634418157532,0.0930314302568919,0.5726155564865242,0.4273844435134757,2.275,0.7000000000000001
389,Example3,2001-03-03,Squad2,Squad7,0,4,A,,,,,6.96,3.74,1.49,1.76,2.03,2000/2001,second,0,3,1.411764705882353,1.3529411764705883,1.2941176470588236,1.5294117647058822,1.588235294117647,1.3529411764705883,1.6195372750642667,1.136246786632389,1.6930666868289725,1.0627173748676833,0.12085777434794605,0.2415696297600651,0.6375725958923217,0.46221450962830274,0.5377854903716973,0.7000000000000001,1.825
390,Example3,2001-03-03,Squad4,Squad5,2,1,H,25.0,8.0,9.0,6.0,2.37,3.06,3.13,1.63,2.23,2000/2001,second,3,0,1.2352941176470589,1.1176470588235294,1.7058823529411764,1.6470588235294117,1.3529411764705883,1.0588235294117647,1.6153846153846148,1.143589743589742,1.6300904977375559,1.1288838612368008,0.39810027890490124,0.3045419181205966,0.2973578029749537,0.4174667803791026,0.5825332196208974,1.275,1.075
391,Example3,2001-03-03,Squad6,Squad3,3,1,H,20.0,10.0,7.0,7.0,2.7,3.08,2.68,1.65,2.18,2000/2001,second,3,0,1.2352941176470589,1.4705882352941178,1.2352941176470589,1.1764705882352942,1.411764705882353,1.7058823529411764,1.6163682864450122,1.1432225063938604,1.5428388746803063,1.2167519181585662,0.34740277562188515,0.30247652228778943,0.35012070208989143,0.4263274951348345,0.5736725048651654,1.175,1.175
392,Example1,2001-03-03,Team12,Team1,2,4,A,10.0,7.0,5.0,5.0,1.76,3.57,4.97,1.7,2.14,2000/2001,second,0,3,1.0625,1.411764705882353,1.625,1.411764705882353,1.0625,1.6470588235294117,1.6198979591836729,1.1428571428571412,1.4792729591836729,1.2834821428571412,0.5490356867916443,0.26442383221707394,0.18654048099086082,0.4395272127542606,0.5604727872457395,1.6,0.8250000000000001
