,league,date,teamHome,teamAway,goalsHome,goalsAway,result,shotsHome,shotsAway,shotsTargetHome,shotsTargetAway,oddsHome,oddsDraw,oddsAway,oddsUnder25,oddsOver25,season,round,pointsHome,pointsAway,avgGoalsHome,avgGoalsAway,avgGoalsAgainstHome,avgGoalsAgainstAway,avgPointsHome,avgPointsAway,avgGoalsHomeAllTeams,avgGoalsAwayAllTeams,anticipatedGoalsHomeAverage,anticipatedGoalsAwayAverage
200,Example3,2000-10-30,Squad3,Squad9,1,0,H,21.0,8.0,11.0,3.0,1.39,4.44,8.47,2.03,1.76,2000/2001,first,3,0,1.4444444444444444,1.5555555555555556,1.3333333333333333,0.8888888888888888,1.4444444444444444,1.6666666666666667,1.64,1.0749999999999997,1.501111111111111,1.2138888888888886
201,Example3,2000-10-30,Squad4,Squad8,1,4,A,7.0,16.0,4.0,5.0,2.34,3.27,3.11,1.79,2.03,2000/2001,first,0,3,1.375,1.375,1.5,1.5,1.625,1.625,1.63681592039801,1.069651741293532,1.63681592039801,1.069651741293532
202,Example3,2000-10-30,Squad5,Squad7,2,3,A,,,,,2.8,3.18,2.48,1.74,2.04,2000/2001,first,0,3,1.2222222222222223,1.1111111111111112,1.5555555555555556,1.4444444444444444,1.2222222222222223,1.1111111111111112,1.6336633663366336,1.0841584158415838,1.6336633663366336,1.0841584158415838
203,Example1,2000-10-30,Team1,Team6,3,0,H,16.0,16.0,6.0,3.0,2.72,3.06,2.64,1.56,2.32,2000/2001,first,3,0,1.5555555555555556,1.5,1.2222222222222223,1.375,1.7777777777777777,1.75,1.6354679802955665,1.0935960591133,1.6875513136288998,1.0415127257799668
204,Example1,2000-10-30,Team13,Team14,1,0,H,,,,,2.29,3.17,3.04,1.73,2.07,2000/2001,first,3,0,1.5,1.0,1.75,1.625,1.0,1.5,1.642156862745098,1.0882352941176467,1.735906862745098,0.9944852941176467
205,Example1,2000-10-30,Team15,Team12,2,1,H,12.0,8.0,4.0,3.0,1.75,3.21,4.66,1.88,1.83,2000/2001,first,3,0,1.0,1.125,1.5,1.125,0.875,1.625,1.6390243902439023,1.0829268292682923,1.5140243902439023,1.2079268292682923
206,Example1,2000-10-30,Team2,Team10,0,1,A,16.0,7.0,3.0,2.0,1.41,4.43,7.27,1.97,1.82,2000/2001,first,0,3,0.625,2.375,0.875,1.5,1.375,1.75,1.6407766990291262,1.0825242718446597,1.3595266990291262,1.3637742718446597
207,Example1,2000-10-30,Team3,Team9,3,0,H,,,,,1.19,6.59,13.62,2.51,1.49,2000/2001,first,3,0,1.8888888888888888,1.1111111111111112,2.111111111111111,1.3333333333333333,1.5555555555555556,1.3333333333333333,1.6328502415458936,1.082125603864734,1.6328502415458936,1.082125603864734
208,Example1,2000-10-30,Team4,Team8,1,3,A,7.0,14.0,1.0,10.0,1.86,3.34,4.09,1.66,2.11,2000/2001,first,0,3,1.5,1.25,1.0,1.875,1.625,0.75,1.6394230769230769,1.0769230769230766,1.9206730769230769,0.7956730769230766
209,Example1,2000-10-30,Team5,Team7,1,1,D,12.0,15.0,5.0,6.0,1.62,3.81,5.82,1.8,2.0,2000/2001,first,1,1,1.6666666666666667,1.0,1.3333333333333333,1.4444444444444444,1.2222222222222223,1.0,1.6363636363636365,1.0861244019138754,1.8308080808080809,0.891679957469431
210,Example2,2000-11-09,Club10,Club15,1,1,D,,,,,2.5,2.78,2.79,1.51,2.28,2000/2001,first,1,1,1.0,0.8888888888888888,0.7777777777777778,2.0,1.2222222222222223,1.1111111111111112,1.6333333333333333,1.0857142857142854,1.9666666666666668,0.752380952380952
211,Example2,2000-11-09,Club12,Club13,2,2,D,9.0,14.0,4.0,7.0,2.83,3.24,2.52,1.87,1.94,2000/2001,first,1,1,0.5555555555555556,1.4444444444444444,1.8888888888888888,1.6666666666666667,0.5555555555555556,1.1111111111111112,1.6303317535545023,1.0853080568720377,1.3525539757767246,1.3630858346498154
212,Example2,2000-11-09,Club14,Club11,2,0,H,22.0,10.0,11.0,7.0,2.15,3.18,3.22,1.84,1.88,2000/2001,first,3,0,1.4444444444444444,1.8888888888888888,1.4444444444444444,0.7777777777777778,1.2222222222222223,1.7777777777777777,1.6320754716981132,1.0896226415094337,1.3542976939203353,1.3674004192872116
213,Example2,2000-11-09,Club5,Club1,2,2,D,14.0,7.0,6.0,4.0,1.82,3.03,4.45,1.66,2.06,2000/2001,first,1,1,1.2,1.4,1.5,1.1,1.1,1.7,1.6338028169014085,1.0845070422535208,1.4838028169014086,1.2345070422535207
214,Example2,2000-11-09,Club6,Club4,1,4,A,,,,,1.58,3.79,4.65,1.84,1.86,2000/2001,first,0,3,1.6666666666666667,0.8888888888888888,1.2222222222222223,2.111111111111111,1.7777777777777777,0.8888888888888888,1.6355140186915889,1.0887850467289715,2.0521806853582554,0.6721183800623047
215,Example2,2000-11-09,Club7,Club3,1,1,D,24.0,9.0,3.0,4.0,5.28,3.97,1.61,2.33,1.56,2000/2001,first,1,1,1.3,1.4,0.8,0.7,1.7,1.8,1.6325581395348838,1.1023255813953483,1.5825581395348838,1.1523255813953484
216,Example2,2000-11-09,Club8,Club2,2,0,H,6.0,7.0,3.0,2.0,2.23,3.1,3.47,1.51,2.5,2000/2001,first,3,0,1.4444444444444444,1.0,0.7777777777777778,0.7777777777777778,1.4444444444444444,1.5555555555555556,1.6296296296296295,1.1018518518518514,1.7407407407407407,0.9907407407407403
217,Example3,2000-11-09,Squad10,Squad15,1,1,D,14.0,8.0,2.0,2.0,1.99,3.13,4.0,1.5,2.47,2000/2001,first,1,1,1.6666666666666667,1.0,1.4444444444444444,1.5555555555555556,1.3333333333333333,0.7777777777777778,1.631336405529954,1.0967741935483868,1.8257808499743984,0.9023297491039424
218,Example3,2000-11-09,Squad12,Squad13,1,4,A,10.0,13.0,3.0,5.0,2.53,2.91,3.0,1.58,2.33,2000/2001,first,0,3,0.6666666666666666,1.3333333333333333,1.4444444444444444,1.8888888888888888,0.6666666666666666,0.8888888888888888,1.628440366972477,1.0963302752293576,1.5728848114169214,1.1518858307849131
219,Example3,2000-11-09,Squad14,Squad11,0,1,A,,,,,2.92,2.99,2.44,1.5,2.42,2000/2001,first,0,3,2.4444444444444446,1.5555555555555556,1.3333333333333333,1.8888888888888888,1.6666666666666667,1.0,1.6255707762557077,1.1095890410958902,1.9866818873668188,0.748477929984779
220,Example3,2000-11-09,Squad5,Squad1,1,4,A,,,,,1.68,3.48,4.74,1.95,1.78,2000/2001,first,0,3,1.3,1.8,1.7,1.1,1.1,2.3,1.6181818181818182,1.109090909090909,1.3431818181818183,1.3840909090909088
221,Example3,2000-11-09,Squad6,Squad4,0,2,A,,,,,3.25,3.37,2.07,2.21,1.6,2000/2001,first,0,3,1.0,1.3333333333333333,1.4444444444444444,1.7777777777777777,1.0,1.4444444444444444,1.6153846153846154,1.1221719457013573,1.6153846153846154,1.1221719457013573
222,Example3,2000-11-09,Squad7,Squad3,1,0,H,7.0,9.0,2.0,2.0,1.59,3.89,5.9,1.95,1.85,2000/2001,first,3,0,1.3,1.4,1.5,1.2,1.3,1.6,1.6081081081081081,1.126126126126126,1.5081081081081082,1.2261261261261258
223,Example3,2000-11-09,Squad8,Squad2,1,2,A,,,,,2.91,3.1,2.45,1.61,2.26,2000/2001,first,0,3,1.6666666666666667,1.5555555555555556,1.4444444444444444,0.8888888888888888,1.7777777777777777,2.111111111111111,1.6053811659192825,1.1210762331838564,1.4942700548081713,1.2321873442949676
224,Example1,2000-11-09,Team10,Team15,3,1,H,18.0,11.0,6.0,3.0,1.55,3.76,5.99,2.09,1.68,2000/2001,first,3,0,2.2222222222222223,1.1111111111111112,1.3333333333333333,1.4444444444444444,1.8888888888888888,1.1111111111111112,1.6026785714285714,1.1249999999999998,1.908234126984127,0.8194444444444442
225,Example1,2000-11-09,Team12,Team13,2,3,A,19.0,6.0,6.0,6.0,3.33,3.27,2.17,1.85,1.95,2000/2001,first,0,3,1.1111111111111112,1.4444444444444444,1.2222222222222223,1.5555555555555556,1.4444444444444444,1.2222222222222223,1.6088888888888888,1.1244444444444441,1.6088888888888888,1.1244444444444441
226,Example1,2000-11-09,Team14,Team11,0,1,A,12.0,14.0,2.0,4.0,2.22,3.19,3.25,1.76,2.04,2000/2001,first,0,3,0.8888888888888888,1.6666666666666667,1.5555555555555556,0.7777777777777778,1.3333333333333333,2.111111111111111,1.6106194690265487,1.1327433628318582,1.2217305801376597,1.5216322517207472
227,Example1,2000-11-09,Team5,Team1,5,1,H,24.0,8.0,11.0,3.0,1.44,4.69,6.36,2.52,1.51,2000/2001,first,3,0,1.6,1.7,1.3,1.1,1.2,1.9,1.60352422907489,1.1321585903083697,1.52852422907489,1.2071585903083697
228,Example1,2000-11-09,Team6,Team4,2,1,H,10.0,12.0,3.0,7.0,2.72,3.37,2.52,2.07,1.76,2000/2001,first,3,0,1.3333333333333333,1.4444444444444444,1.5555555555555556,1.2222222222222223,1.5555555555555556,1.4444444444444444,1.618421052631579,1.1315789473684208,1.5073099415204678,1.242690058479532
229,Example1,2000-11-09,Team7,Team3,1,1,D,,,,,2.3,3.18,2.97,1.75,2.04,2000/2001,first,1,1,1.0,2.0,1.4,1.9,1.0,1.7,1.6200873362445414,1.131004366812227,1.4950873362445414,1.256004366812227
230,Example1,2000-11-09,Team8,Team2,2,2,D,14.0,12.0,7.0,9.0,4.37,3.42,1.84,1.77,2.0,2000/2001,first,1,1,1.4444444444444444,0.5555555555555556,1.7777777777777777,0.8888888888888888,1.0,1.2222222222222223,1.617391304347826,1.1304347826086953,1.617391304347826,1.1304347826086953
231,Example2,2000-11-19,Club1,Club4,1,2,A,11.0,9.0,6.0,4.0,2.17,3.33,3.38,1.77,2.05,2000/2001,first,0,3,1.4545454545454546,1.2,1.1818181818181819,2.0,1.6363636363636365,1.1,1.619047619047619,1.134199134199134,1.8872294372294371,0.8660173160173158
232,Example2,2000-11-19,Club11,Club12,5,4,H,,,,,1.84,3.32,3.71,2.02,1.65,2000/2001,first,3,0,1.7,0.7,0.9,1.9,1.6,0.6,1.6163793103448276,1.1379310344827585,2.1163793103448274,0.6379310344827585
233,Example2,2000-11-19,Club13,Club10,1,2,A,11.0,13.0,7.0,6.0,2.25,3.19,2.84,1.73,1.97,2000/2001,first,0,3,1.5,1.0,1.7,0.8,1.1,1.2,1.6309012875536482,1.1502145922746778,1.530901287553648,1.250214592274678
234,Example2,2000-11-19,Club15,Club8,1,1,D,,,,,2.19,2.96,3.54,1.58,2.28,2000/2001,first,1,1,0.9,1.5,1.9,0.7,1.1,1.6,1.6282051282051282,1.1538461538461535,1.1782051282051282,1.6038461538461535
235,Example2,2000-11-19,Club2,Club6,0,0,D,8.0,3.0,3.0,1.0,2.25,2.36,4.08,1.97,1.75,2000/2001,first,1,1,0.9,1.6,0.9,1.5,1.4,1.6,1.625531914893617,1.153191489361702,1.600531914893617,1.1781914893617018
236,Example2,2000-11-19,Club3,Club5,0,0,D,15.0,12.0,5.0,5.0,2.12,3.33,3.4,2.04,1.76,2000/2001,first,1,1,1.3636363636363635,1.2727272727272727,0.7272727272727273,1.5454545454545454,1.7272727272727273,1.0909090909090908,1.61864406779661,1.1483050847457625,1.8459167950693374,0.9210323574730352
237,Example2,2000-11-19,Club9,Club14,1,0,H,14.0,6.0,5.0,4.0,1.69,3.76,4.8,2.23,1.62,2000/2001,first,3,0,1.6,1.5,1.7,1.3,1.4,1.4,1.6118143459915613,1.1434599156118141,1.5368143459915613,1.218459915611814
238,Example3,2000-11-19,Squad1,Squad4,5,1,H,12.0,19.0,6.0,10.0,2.42,3.2,2.96,1.89,1.89,2000/2001,first,3,0,2.0,1.4,1.0909090909090908,1.6,2.3636363636363638,1.6,1.6092436974789917,1.1386554621848737,1.886516424751719,0.8613827349121463
239,Example3,2000-11-19,Squad11,Squad12,0,0,D,9.0,9.0,4.0,1.0,2.32,3.18,3.16,1.66,2.18,2000/2001,first,1,1,1.5,0.7,1.7,1.7,1.2,0.6,1.6234309623430963,1.1380753138075312,1.8234309623430962,0.9380753138075313
240,Example3,2000-11-19,Squad13,Squad10,2,1,H,17.0,19.0,5.0,6.0,2.18,3.15,3.54,1.54,2.39,2000/2001,first,3,0,1.6,1.6,1.8,1.4,1.1,1.3,1.6166666666666667,1.133333333333333,1.5166666666666666,1.2333333333333332
241,Example3,2000-11-19,Squad15,Squad8,2,1,H,11.0,9.0,3.0,3.0,3.53,3.61,2.01,1.95,1.85,2000/2001,first,3,0,1.0,1.6,1.5,1.5,0.8,1.6,1.6182572614107884,1.1327800829875516,1.4682572614107885,1.2827800829875518
242,Example3,2000-11-19,Squad2,Squad6,0,2,A,,,,,2.78,2.72,2.57,1.45,2.39,2000/2001,first,0,3,1.6,0.9,0.9,1.5,2.2,0.9,1.6198347107438016,1.1322314049586775,1.9448347107438015,0.8072314049586775
243,Example3,2000-11-19,Squad3,Squad5,1,0,H,,,,,1.96,3.13,3.96,1.6,2.23,2000/2001,first,3,0,1.2727272727272727,1.2727272727272727,1.1818181818181819,1.9090909090909092,1.4545454545454546,1.0,1.6131687242798354,1.1358024691358022,1.7949869060980173,0.9539842873176203
244,Example3,2000-11-19,Squad9,Squad14,3,0,H,,,,,1.37,4.74,7.78,2.3,1.57,2000/2001,first,3,0,1.4,2.2,0.9,1.3,1.5,1.5,1.610655737704918,1.1311475409836063,1.510655737704918,1.2311475409836063
245,Example1,2000-11-19,Team1,Team4,0,2,A,,,,,2.01,3.44,3.43,1.87,1.86,2000/2001,first,0,3,1.6363636363636365,1.4,1.4545454545454546,1.3,1.7272727272727273,1.3,1.616326530612245,1.1265306122448977,1.6367810760667905,1.1060760667903522
246,Example1,2000-11-19,Team11,Team12,1,0,H,13.0,15.0,4.0,2.0,6.83,4.08,1.51,1.84,1.94,2000/2001,first,3,0,1.6,1.2,0.7,1.4,2.2,1.3,1.6097560975609757,1.130081300813008,1.8847560975609756,0.8550813008130079
247,Example1,2000-11-19,Team13,Team10,1,1,D,6.0,7.0,3.0,6.0,2.36,3.52,2.78,2.22,1.64,2000/2001,first,1,1,1.6,2.3,1.6,1.3,1.4,2.0,1.6072874493927125,1.1255060728744937,1.3572874493927125,1.3755060728744937
248,Example1,2000-11-19,Team15,Team8,2,1,H,10.0,10.0,5.0,4.0,2.09,2.95,3.62,1.55,2.29,2000/2001,first,3,0,1.1,1.5,1.6,1.8,1.0,1.0,1.6048387096774193,1.1249999999999998,1.5548387096774192,1.1749999999999998
249,Example1,2000-11-19,Team2,Team6,1,2,A,11.0,9.0,5.0,4.0,3.82,3.21,2.08,1.57,2.35,2000/2001,first,0,3,0.7,1.4,1.0,1.5,1.2,1.7,1.606425702811245,1.1244979919678713,1.556425702811245,1.1744979919678713
250,Example1,2000-11-19,Team3,Team5,1,0,H,9.0,16.0,2.0,4.0,3.73,3.44,2.07,1.71,2.16,2000/2001,first,3,0,1.9090909090909092,1.9090909090909092,1.8181818181818181,1.2727272727272727,1.6363636363636365,1.3636363636363635,1.604,1.1279999999999997,1.4676363636363638,1.264363636363636
251,Example1,2000-11-19,Team9,Team14,2,3,A,25.0,12.0,10.0,5.0,2.81,3.26,2.55,1.84,1.96,2000/2001,first,0,3,1.0,0.8,1.5,1.5,1.2,1.2,1.6015936254980079,1.1235059760956172,1.651593625498008,1.0735059760956172
252,Example2,2000-11-29,Club10,Club11,3,1,H,11.0,6.0,6.0,3.0,2.69,3.06,2.46,1.89,1.85,2000/2001,first,3,0,1.0909090909090908,2.0,0.8181818181818182,1.1818181818181819,1.3636363636363635,1.7272727272727273,1.6031746031746033,1.1309523809523807,1.4668109668109668,1.2673160173160172
253,Example2,2000-11-29,Club12,Club9,2,0,H,18.0,8.0,7.0,3.0,1.52,4.43,5.72,2.67,1.45,2000/2001,first,3,0,1.0,1.5454545454545454,2.1818181818181817,1.5454545454545454,0.5454545454545454,1.5454545454545454,1.608695652173913,1.1304347826086953,1.3132411067193677,1.4258893280632408
254,Example2,2000-11-29,Club14,Club7,0,0,D,,,,,2.01,3.13,3.75,1.48,2.48,2000/2001,first,1,1,1.3636363636363635,1.2727272727272727,1.2727272727272727,0.8181818181818182,1.2727272727272727,1.6363636363636365,1.610236220472441,1.1259842519685037,1.5193271295633501,1.2168933428775945
255,Example2,2000-11-29,Club3,Club1,3,1,H,,,,,2.12,3.27,3.22,2.1,1.68,2000/2001,first,3,0,1.2499999999999998,1.4166666666666667,0.6666666666666666,1.25,1.6666666666666667,1.5,1.603921568627451,1.1215686274509802,1.7080882352941176,1.0174019607843137
256,Example2,2000-11-29,Club4,Club2,2,3,A,7.0,9.0,4.0,5.0,3.4,3.16,2.16,1.67,2.12,2000/2001,first,0,3,1.2727272727272727,0.8181818181818182,1.9090909090909092,0.8181818181818182,1.2727272727272727,1.3636363636363635,1.609375,1.1210937499999998,1.4502840909090908,1.280184659090909
257,Example2,2000-11-29,Club6,Club15,1,3,A,,,,,2.9,2.8,2.48,1.58,2.25,2000/2001,first,0,3,1.4545454545454546,0.9090909090909091,1.3636363636363635,1.8181818181818181,1.5454545454545454,1.0909090909090908,1.6108949416342413,1.1284046692607002,1.8608949416342413,0.8784046692607002
258,Example2,2000-11-29,Club8,Club13,2,1,H,,,,,5.36,3.49,1.57,1.88,1.85,2000/2001,first,3,0,1.4545454545454546,1.4545454545454546,0.7272727272727273,1.7272727272727273,1.5454545454545454,1.0,1.6085271317829457,1.135658914728682,1.8585271317829457,0.885658914728682
259,Example3,2000-11-29,Squad10,Squad11,1,2,A,,,,,7.26,4.17,1.45,1.84,1.93,2000/2001,first,0,3,1.5454545454545454,1.3636363636363635,1.4545454545454546,1.5454545454545454,1.1818181818181819,1.1818181818181819,1.61003861003861,1.1351351351351349,1.678220428220428,1.0669533169533167
260,Example3,2000-11-29,Squad12,Squad9,0,2,A,15.0,9.0,6.0,4.0,2.27,3.25,2.99,1.75,2.02,2000/2001,first,0,3,0.6363636363636364,1.5454545454545454,1.5454545454545454,0.8181818181818182,0.6363636363636364,1.6363636363636365,1.6076923076923078,1.1384615384615382,1.1986013986013986,1.5475524475524471
261,Example3,2000-11-29,Squad14,Squad7,1,0,H,22.0,8.0,10.0,4.0,1.7,3.17,5.11,1.58,2.19,2000/2001,first,3,0,2.0,1.2727272727272727,1.4545454545454546,1.3636363636363635,1.3636363636363635,1.4545454545454546,1.6015325670498084,1.1417624521072796,1.7606234761407173,0.9826715430163705
262,Example3,2000-11-29,Squad3,Squad1,2,1,H,,,,,1.81,3.55,4.12,2.19,1.64,2000/2001,first,3,0,1.25,2.25,1.0833333333333333,1.0833333333333333,1.5833333333333333,2.4166666666666665,1.599236641221374,1.1374045801526715,1.349236641221374,1.3874045801526715
263,Example3,2000-11-29,Squad4,Squad2,4,2,H,10.0,7.0,7.0,2.0,2.09,3.22,3.48,1.77,2.0,2000/2001,first,3,0,1.3636363636363635,1.4545454545454546,1.9090909090909092,1.0,1.4545454545454546,2.0,1.6007604562737643,1.1368821292775664,1.3507604562737643,1.3868821292775664
264,Example3,2000-11-29,Squad6,Squad15,2,1,H,6.0,11.0,3.0,4.0,2.1,3.3,3.53,2.01,1.77,2000/2001,first,3,0,1.0,1.0909090909090908,1.3636363636363635,1.4545454545454546,1.0909090909090908,1.0,1.6098484848484849,1.140151515151515,1.6098484848484849,1.140151515151515
265,Example3,2000-11-29,Squad8,Squad13,1,2,A,14.0,13.0,4.0,2.0,1.78,3.72,4.44,2.07,1.73,2000/2001,first,0,3,1.5454545454545454,1.6363636363636365,1.5454545454545454,1.7272727272727273,1.4545454545454546,1.2727272727272727,1.6113207547169812,1.1396226415094337,1.634048027444254,1.116895368782161
266,Example1,2000-11-29,Team10,Team11,0,2,A,,,,,2.18,3.29,3.31,1.76,2.02,2000/2001,first,0,3,2.1818181818181817,1.5454545454545454,1.2727272727272727,0.6363636363636364,1.9090909090909092,2.272727272727273,1.6090225563909775,1.1428571428571426,1.6090225563909775,1.1428571428571426
267,Example1,2000-11-29,Team12,Team9,3,2,H,17.0,9.0,7.0,3.0,2.25,3.45,3.22,2.06,1.76,2000/2001,first,3,0,1.0909090909090908,1.0909090909090908,1.3636363636363635,1.6363636363636365,1.1818181818181819,1.0909090909090908,1.6029962546816479,1.1460674157303368,1.6711780728634662,1.0778855975485184
268,Example1,2000-11-29,Team14,Team7,0,0,D,7.0,12.0,4.0,4.0,1.57,3.87,5.24,1.9,1.83,2000/2001,first,1,1,1.0,1.0,1.5454545454545454,1.3636363636363635,1.3636363636363635,1.0,1.6082089552238805,1.1492537313432833,1.562754409769335,1.1947082767978288
269,Example1,2000-11-29,Team3,Team1,3,1,H,15.0,20.0,5.0,5.0,2.57,3.14,2.8,1.88,1.88,2000/2001,first,3,0,1.8333333333333333,1.5,1.6666666666666667,1.5,1.75,1.5833333333333333,1.6022304832713754,1.144981412639405,1.643897149938042,1.1033147459727384
270,Example1,2000-11-29,Team4,Team2,3,0,H,11.0,7.0,7.0,5.0,2.08,3.1,3.64,1.6,2.24,2000/2001,first,3,0,1.4545454545454546,0.7272727272727273,1.1818181818181819,1.0909090909090908,1.4545454545454546,1.0909090909090908,1.6074074074074074,1.1444444444444442,1.7664983164983163,0.9853535353535351
271,Example1,2000-11-29,Team6,Team15,2,0,H,11.0,9.0,1.0,0.0,2.28,3.4,3.23,1.98,1.84,2000/2001,first,3,0,1.4545454545454546,1.1818181818181819,1.4545454545454546,1.5454545454545454,1.8181818181818181,1.1818181818181819,1.6125461254612545,1.140221402214022,1.7034552163703454,1.0493123113049312
272,Example1,2000-11-29,Team8,Team13,1,1,D,,,,,1.49,3.91,6.8,1.91,1.86,2000/2001,first,1,1,1.4545454545454546,1.5454545454545454,1.8181818181818181,1.5454545454545454,0.9090909090909091,1.3636363636363635,1.6139705882352942,1.1360294117647056,1.5230614973262033,1.2269385026737964
273,Example2,2000-12-09,Club1,Club2,2,1,H,14.0,20.0,6.0,9.0,2.24,3.46,3.25,2.09,1.76,2000/2001,first,3,0,1.3846153846153846,1.0,1.3846153846153846,0.9166666666666666,1.3846153846153846,1.5,1.6117216117216118,1.1355311355311353,1.5908882783882785,1.1563644688644685
274,Example2,2000-12-09,Club11,Club8,2,1,H,,,,,2.13,3.22,3.4,1.67,2.14,2000/2001,first,3,0,1.9166666666666667,1.5,1.3333333333333333,0.75,1.5833333333333333,1.6666666666666667,1.6131386861313868,1.1350364963503647,1.57147201946472,1.1767031630170313
275,Example2,2000-12-09,Club13,Club6,2,4,A,14.0,18.0,9.0,15.0,1.8,3.36,4.41,1.76,2.01,2000/2001,first,0,3,1.4166666666666667,1.4166666666666667,1.75,1.5,0.9166666666666666,1.4166666666666667,1.6145454545454545,1.1345454545454543,1.5520454545454545,1.1970454545454543
276,Example2,2000-12-09,Club15,Club4,1,2,A,7.0,11.0,7.0,5.0,1.76,3.52,4.77,1.96,1.81,2000/2001,first,0,3,1.0833333333333333,1.3333333333333333,1.75,2.0,1.25,1.1666666666666667,1.6159420289855073,1.1449275362318838,1.6159420289855073,1.1449275362318838
277,Example2,2000-12-09,Club5,Club14,3,0,H,23.0,9.0,10.0,5.0,1.17,6.88,16.27,2.54,1.47,2000/2001,first,3,0,1.1666666666666667,1.2499999999999998,1.4166666666666667,1.1666666666666667,1.0833333333333333,1.25,1.6137184115523466,1.1480144404332129,1.5303850782190134,1.2313477737665461
278,Example2,2000-12-09,Club7,Club12,0,0,D,13.0,5.0,2.0,0.0,1.78,3.3,5.03,1.55,2.39,2000/2001,first,1,1,1.1666666666666667,1.0833333333333333,0.75,2.0,1.5833333333333333,0.75,1.618705035971223,1.1438848920863307,1.9520383693045562,0.8105515587529973
279,Example2,2000-12-09,Club9,Club10,2,0,H,15.0,13.0,5.0,9.0,3.26,3.21,2.04,1.89,1.82,2000/2001,first,3,0,1.4166666666666667,1.25,1.5833333333333333,0.8333333333333334,1.4166666666666667,1.5,1.6129032258064515,1.139784946236559,1.4670698924731183,1.2856182795698923
280,Example3,2000-12-09,Squad1,Squad2,2,1,H,,,,,2.06,3.12,3.69,1.59,2.25,2000/2001,first,3,0,2.1538461538461537,1.5,1.1538461538461537,1.25,2.230769230769231,1.8333333333333333,1.6142857142857143,1.1357142857142855,1.8017857142857143,0.9482142857142855
281,Example3,2000-12-09,Squad11,Squad8,0,1,A,6.0,18.0,1.0,4.0,5.41,4.07,1.64,2.28,1.62,2000/2001,first,0,3,1.4166666666666667,1.5,1.5,1.5833333333333333,1.3333333333333333,1.3333333333333333,1.6156583629893237,1.1352313167259784,1.6156583629893237,1.1352313167259784
282,Example3,2000-12-09,Squad13,Squad6,1,1,D,,,,,2.95,2.98,2.5,1.48,2.55,2000/2001,first,1,1,1.6666666666666667,1.0833333333333333,1.6666666666666667,1.3333333333333333,1.4166666666666667,1.25,1.6099290780141844,1.1347517730496453,1.6724290780141844,1.0722517730496453
283,Example3,2000-12-09,Squad15,Squad4,2,0,H,11.0,14.0,6.0,4.0,2.84,2.94,2.48,1.85,1.85,2000/2001,first,3,0,1.0833333333333333,1.5833333333333333,1.5,1.9166666666666667,0.9166666666666666,1.5833333333333333,1.607773851590106,1.1342756183745581,1.5869405182567728,1.1551089517078914
284,Example3,2000-12-09,Squad5,Squad14,1,0,H,,,,,1.92,3.57,3.69,2.21,1.62,2000/2001,first,3,0,1.1666666666666667,1.9166666666666667,1.8333333333333333,1.3333333333333333,0.9166666666666666,1.5,1.6091549295774648,1.1302816901408448,1.2966549295774648,1.4427816901408448
285,Example3,2000-12-09,Squad7,Squad12,1,3,A,13.0,19.0,5.0,7.0,1.91,3.43,4.3,1.75,2.08,2000/2001,first,0,3,1.1666666666666667,0.5833333333333334,1.3333333333333333,1.5833333333333333,1.3333333333333333,0.5833333333333334,1.6070175438596492,1.126315789473684,1.8153508771929825,0.9179824561403506
286,Example3,2000-12-09,Squad9,Squad10,0,0,D,13.0,6.0,1.0,2.0,1.66,3.51,5.38,1.64,2.22,2000/2001,first,1,1,1.5833333333333333,1.5,0.75,1.5,1.75,1.0833333333333333,1.604895104895105,1.1328671328671327,1.8132284382284383,0.9245337995337994
287,Example1,2000-12-09,Team1,Team2,1,0,H,16.0,3.0,5.0,0.0,2.66,3.05,2.72,1.68,2.14,2000/2001,first,3,0,1.4615384615384615,0.6666666666666666,1.6153846153846154,1.25,1.4615384615384615,1.0,1.599303135888502,1.1289198606271775,1.7066749307602969,1.0215480657553826
288,Example1,2000-12-09,Team11,Team8,1,2,A,11.0,7.0,5.0,2.0,5.96,3.98,1.56,1.93,1.88,2000/2001,first,0,3,1.5833333333333333,1.4166666666666667,0.5833333333333334,1.75,2.3333333333333335,0.9166666666666666,1.5972222222222223,1.1249999999999998,1.9305555555555556,0.7916666666666665
289,Example1,2000-12-09,Team13,Team6,2,1,H,22.0,13.0,7.0,4.0,1.44,4.07,7.4,2.1,1.68,2000/2001,first,3,0,1.5,1.5,1.5,1.3333333333333333,1.3333333333333333,1.9166666666666667,1.5951557093425606,1.1280276816608994,1.5534890426758938,1.1696943483275661
290,Example1,2000-12-09,Team15,Team4,2,1,H,,,,,1.57,3.95,5.35,2.16,1.66,2000/2001,first,3,0,1.0833333333333333,1.5833333333333333,1.5833333333333333,1.0833333333333333,1.0833333333333333,1.5833333333333333,1.596551724137931,1.1275862068965514,1.346551724137931,1.3775862068965514
291,Example1,2000-12-09,Team5,Team14,0,0,D,9.0,3.0,3.0,1.0,2.0,2.87,4.57,1.37,2.98,2000/2001,first,1,1,1.75,0.9166666666666666,1.25,1.4166666666666667,1.2499999999999998,1.3333333333333333,1.597938144329897,1.1271477663230236,1.847938144329897,0.8771477663230236
