,league,date,team,result,goals,shots,shotsOpponent,shotsTarget,shotsTargetOpponent,season,odds,oddsDraw,oddsOpponent,prob,probDraw,anticipatedGoals,home,fav
361,Example2,02/04/01,Club7,,1,,,,,2000/2001,2.11,3.15,3.48,0.44549729701840507,0.29200291628411695,1.3250000000000002,1,fav
362,Example2,02/04/01,Club5,W,1,15.0,16.0,6.0,2.0,2000/2001,1.39,4.64,7.48,0.6905161140231801,0.19479780000541502,2.275,1,fav
363,Example2,02/04/01,Club3,W,1,,,,,2000/2001,1.74,2.95,5.22,0.5343781599677013,0.3044118899442103,1.525,1,fav
364,Example2,12/04/01,Club14,,0,6.0,16.0,2.0,4.0,2000/2001,3.55,3.29,2.07,0.2600346799698191,0.28190701563980075,1.05,1,out
365,Example2,12/04/01,Club12,,0,19.0,7.0,2.0,1.0,2000/2001,1.56,3.72,6.42,0.614595765172446,0.24819447668001776,1.825,1,fav
366,Example2,12/04/01,Club10,W,1,13.0,11.0,6.0,6.0,2000/2001,3.01,3.31,2.28,0.30835822822646036,0.27879756085289964,1.225,1,out
367,Example2,12/04/01,Club8,W,1,9.0,12.0,3.0,0.0,2000/2001,2.18,3.11,3.46,0.433895737059024,0.2990310185876979,1.3250000000000002,1,fav
368,Example2,12/04/01,Club9,W,2,,,,,2000/2001,1.54,3.67,5.86,0.6121868058488311,0.24347177109030033,1.775,1,fav
369,Example2,12/04/01,Club11,W,2,,,,,2000/2001,1.45,4.31,7.08,0.6635590674549315,0.21277645198675804,2.0,1,fav
370,Example2,12/04/01,Club13,L,0,28.0,8.0,11.0,2.0,2000/2001,3.04,3.58,2.27,0.312920271652236,0.26391066572179184,1.425,1,out
371,Example2,22/04/01,Club15,W,2,,,,,2000/2001,2.5,2.92,2.92,0.3708955119284403,0.3145522440359995,1.075,1,fav
372,Example2,22/04/01,Club2,L,0,4.0,12.0,1.0,4.0,2000/2001,6.35,3.7,1.56,0.13801904965133632,0.24863843497063837,0.775,1,out
373,Example2,22/04/01,Club4,L,1,,,,,2000/2001,4.79,3.52,1.8,0.1943259385550938,0.26870074331856153,0.9,1,out
374,Example2,22/04/01,Club6,,1,,,,,2000/2001,1.84,3.21,4.38,0.5120300373204861,0.2846845384085541,1.4,1,fav
375,Example2,22/04/01,Club1,,0,16.0,5.0,8.0,4.0,2000/2001,1.43,4.21,8.2,0.6747429452707759,0.2194131692602887,2.025,1,fav
376,Example2,22/04/01,Club5,W,2,9.0,5.0,4.0,2.0,2000/2001,2.23,3.22,2.96,0.41421484172927897,0.27958433276434447,1.4,1,fav
377,Example2,22/04/01,Club3,,2,25.0,10.0,7.0,3.0,2000/2001,2.14,3.29,3.59,0.4492587976841361,0.2879107684137972,1.375,1,fav
378,Example2,02/05/01,Club14,W,5,22.0,5.0,10.0,1.0,2000/2001,1.53,4.67,5.62,0.6349694956110181,0.20038840156614526,2.325,1,fav
379,Example2,02/05/01,Club12,L,1,8.0,9.0,4.0,4.0,2000/2001,2.02,3.39,3.37,0.4633415632342538,0.26747329918079155,1.5750000000000002,1,fav
380,Example2,02/05/01,Club10,,0,,,,,2000/2001,2.11,3.2,3.08,0.4341339518781476,0.27701644712572093,1.4,1,fav
381,Example2,02/05/01,Club8,,1,,,,,2000/2001,1.78,3.38,4.3,0.5274171373912584,0.2671848296705382,1.6,1,fav
382,Example2,02/05/01,Club6,L,0,17.0,17.0,11.0,5.0,2000/2001,4.28,3.38,1.79,0.20706376488984451,0.2678273077287929,1.175,1,out
383,Example2,02/05/01,Club7,W,1,,,,,2000/2001,1.54,3.87,6.32,0.6226467224290422,0.2378348529319212,1.825,1,fav
384,Example2,02/05/01,Club9,W,4,14.0,7.0,8.0,1.0,2000/2001,1.37,4.76,9.77,0.7118294808023473,0.19727052091581296,2.025,1,fav
385,Example2,12/05/01,Club11,W,2,8.0,21.0,4.0,9.0,2000/2001,4.3,3.72,1.79,0.2143315033222055,0.2500216579743143,1.05,1,out
386,Example2,12/05/01,Club13,,0,,,,,2000/2001,2.07,2.94,3.9,0.4541585649785386,0.3139343851471115,1.225,1,fav
387,Example2,12/05/01,Club15,W,2,11.0,4.0,4.0,2.0,2000/2001,1.9,3.26,3.85,0.49175849658213877,0.27705857128726163,1.5,1,fav
388,Example2,12/05/01,Club2,,3,8.0,22.0,5.0,11.0,2000/2001,3.12,2.82,2.52,0.2971822754063688,0.33067127824530673,1.0,1,out
389,Example2,12/05/01,Club4,,1,18.0,11.0,5.0,3.0,2000/2001,1.89,3.53,3.96,0.5047137936030738,0.2627655219735632,1.65,1,fav
390,Example2,12/05/01,Club1,W,1,13.0,17.0,3.0,4.0,2000/2001,2.6,3.4,2.72,0.36874402909546633,0.27928722674306705,1.4,1,fav
391,Example2,12/05/01,Club3,W,1,,,,,2000/2001,1.59,3.14,5.98,0.5836326554602258,0.2813163714398676,1.625,1,fav
392,Example2,22/05/01,Club14,L,0,,,,,2000/2001,2.37,3.0,3.12,0.3955077876233558,0.3085352407656299,1.2000000000000002,1,fav
393,Example2,22/05/01,Club12,W,2,34.0,12.0,7.0,3.0,2000/2001,1.22,5.36,12.85,0.7823505097609051,0.16124078924738236,2.4000000000000004,1,fav
394,Example2,22/05/01,Club10,,0,,,,,2000/2001,1.7,3.08,5.96,0.5568548790379886,0.29829370197314303,1.5750000000000002,1,fav
395,Example2,22/05/01,Club8,L,0,12.0,14.0,4.0,4.0,2000/2001,2.5,2.89,3.09,0.37604398167860753,0.32298254616014366,1.2000000000000002,1,fav
396,Example2,22/05/01,Club6,,3,11.0,17.0,5.0,5.0,2000/2001,2.13,3.23,3.66,0.4505265799615815,0.2926829230803299,1.3250000000000002,1,fav
397,Example2,22/05/01,Club4,W,4,25.0,5.0,11.0,2.0,2000/2001,1.14,7.8,18.43,0.8497041858346401,0.11093259779636457,2.9250000000000003,1,fav
398,Example2,22/05/01,Club5,L,1,12.0,10.0,7.0,5.0,2000/2001,2.52,2.85,3.05,0.3709270884562423,0.3258253106389104,1.175,1,fav
399,Example2,01/06/01,Club7,,2,15.0,6.0,8.0,3.0,2000/2001,3.73,4.03,1.88,0.25299867064197196,0.2332882982628005,1.375,1,out
400,Example2,01/06/01,Club9,L,0,11.0,16.0,3.0,3.0,2000/2001,2.42,3.09,3.01,0.38923820586764507,0.30115420524054964,1.3250000000000002,1,fav
401,Example2,01/06/01,Club11,W,1,,,,,2000/2001,1.4,4.05,7.88,0.6774546232949881,0.21960694995728544,1.875,1,fav
402,Example2,01/06/01,Club13,,0,10.0,10.0,6.0,4.0,2000/2001,2.25,3.17,2.79,0.4029607128588148,0.27767118054952666,1.375,1,fav
403,Example2,01/06/01,Club15,,0,,,,,2000/2001,2.23,2.99,3.33,0.418938528261924,0.3072479476124795,1.2000000000000002,1,fav
404,Example2,01/06/01,Club2,W,2,14.0,14.0,5.0,5.0,2000/2001,3.09,3.19,2.34,0.30262969439331583,0.29264822392944645,1.15,1,out
405,Example2,01/06/01,Club1,L,0,7.0,8.0,3.0,4.0,2000/2001,3.03,3.23,2.33,0.3075316534404218,0.28744782024167836,1.05,1,out
406,Example2,11/06/01,Club14,W,5,,,,,2000/2001,1.98,3.24,3.77,0.47595355923445665,0.2832787187685202,1.4,1,fav
407,Example2,11/06/01,Club12,,1,26.0,14.0,14.0,8.0,2000/2001,1.94,3.37,3.86,0.48896705290221565,0.2740052475931887,1.5,1,fav
408,Example2,11/06/01,Club10,L,1,,,,,2000/2001,1.94,3.17,3.9,0.48312383425725625,0.28729599541417944,1.375,1,fav
409,Example2,11/06/01,Club8,L,0,20.0,14.0,3.0,6.0,2000/2001,2.06,3.47,3.61,0.46688306267077123,0.2720747234403784,1.55,1,fav
410,Example2,11/06/01,Club6,L,1,18.0,8.0,10.0,4.0,2000/2001,2.72,3.17,2.4,0.3343519029025332,0.28345308078884157,1.2000000000000002,1,out
411,Example2,11/06/01,Club4,W,1,13.0,11.0,7.0,3.0,2000/2001,2.36,3.13,2.74,0.3862448211885702,0.28475034016344203,1.3,1,fav
412,Example2,11/06/01,Club2,,0,,,,,2000/2001,1.39,3.91,7.38,0.6733048172831297,0.2213077350371507,2.15,1,fav
413,Example2,21/06/01,Club3,,1,10.0,21.0,5.0,7.0,2000/2001,2.93,3.27,2.45,0.32301203400080214,0.28801439250627947,1.225,1,out
414,Example2,21/06/01,Club5,L,1,13.0,11.0,7.0,4.0,2000/2001,2.12,3.52,3.29,0.45005554356632077,0.26519214699797394,1.75,1,fav
415,Example2,21/06/01,Club7,W,1,10.0,12.0,4.0,5.0,2000/2001,1.66,3.78,5.71,0.5857443531388791,0.25133969895823693,1.7000000000000002,1,fav
416,Example2,21/06/01,Club9,L,2,,,,,2000/2001,2.53,2.84,3.05,0.36949932660384327,0.32714644296455925,1.1,1,fav
417,Example2,21/06/01,Club11,W,4,18.0,10.0,10.0,3.0,2000/2001,2.46,3.25,2.71,0.3778458405864876,0.2810540065671785,1.5,1,fav
418,Example2,21/06/01,Club13,W,1,,,,,2000/2001,2.72,3.03,2.6,0.34007409442317316,0.3032230723079586,1.125,1,out
419,Example2,21/06/01,Club15,L,1,16.0,5.0,4.0,3.0,2000/2001,1.28,5.94,10.6,0.7619471172026129,0.15550469351248428,2.375,1,fav
420,Example3,01/08/00,Squad1,W,1,,,,,2000/2001,2.35,2.88,3.15,0.3940987618110031,0.3174972615558532,1.3,1,fav
421,Example3,01/08/00,Squad2,W,2,,,,,2000/2001,1.4,3.96,7.03,0.6689696965088978,0.21872886468108346,1.975,1,fav
422,Example3,01/08/00,Squad4,W,4,11.0,7.0,4.0,3.0,2000/2001,1.59,3.68,6.28,0.6049358606866756,0.2528586501165865,1.675,1,fav
423,Example3,01/08/00,Squad6,,1,12.0,7.0,5.0,4.0,2000/2001,1.78,3.74,4.48,0.5416336783193922,0.25096413166474735,1.85,1,fav
424,Example3,01/08/00,Squad8,,1,15.0,17.0,6.0,8.0,2000/2001,4.38,3.54,1.8,0.20827694947644534,0.26151109941134276,0.95,1,out
425,Example3,01/08/00,Squad10,W,4,13.0,13.0,9.0,6.0,2000/2001,1.65,3.74,5.17,0.5797087410923465,0.246456016966544,1.925,1,fav
426,Example3,01/08/00,Squad12,L,2,21.0,11.0,11.0,4.0,2000/2001,2.06,3.22,3.63,0.459380644733987,0.2875291368954725,1.3250000000000002,1,fav
427,Example3,11/08/00,Squad14,W,6,19.0,5.0,9.0,0.0,2000/2001,1.69,3.79,4.76,0.566063318875993,0.2433813061509506,1.95,1,fav
428,Example3,11/08/00,Squad13,,0,13.0,14.0,9.0,7.0,2000/2001,2.22,3.22,3.18,0.4236032786527567,0.28628222606019227,1.375,1,fav
429,Example3,11/08/00,Squad11,L,1,6.0,3.0,1.0,2.0,2000/2001,3.98,3.33,1.9,0.22736865976881482,0.2754234003355452,1.025,1,out
430,Example3,11/08/00,Squad9,W,3,,,,,2000/2001,1.76,3.43,4.37,0.5342825740223185,0.26347649840791815,1.675,1,fav
431,Example3,11/08/00,Squad7,L,0,,,,,2000/2001,2.64,3.1,2.64,0.35169914748570574,0.2966017050281395,1.3,1,none
432,Example3,11/08/00,Squad5,L,1,,,,,2000/2001,2.16,3.02,3.4,0.43141865749916897,0.302382830034223,1.225,1,fav
433,Example3,11/08/00,Squad3,W,3,,,,,2000/2001,2.34,3.42,2.85,0.4025909703303118,0.26998102073511904,1.7000000000000002,1,fav
434,Example3,21/08/00,Squad14,,1,11.0,16.0,3.0,6.0,2000/2001,3.16,3.0,2.38,0.29382676361283055,0.3104099119472974,1.0,1,out
435,Example3,21/08/00,Squad13,,3,,,,,2000/2001,2.34,3.27,2.73,0.39272598606195236,0.27414072725071303,1.55,1,fav
436,Example3,21/08/00,Squad15,,2,22.0,8.0,7.0,4.0,2000/2001,1.38,4.18,7.85,0.6863026843442361,0.21112845790603876,2.025,1,fav
437,Example3,21/08/00,Squad2,W,2,,,,,2000/2001,2.14,3.36,3.28,0.44214622306144924,0.2753614274518251,1.55,1,fav
438,Example3,21/08/00,Squad4,L,0,,,,,2000/2001,2.1,3.34,3.36,0.449678748299014,0.27603515780463844,1.5,1,fav
439,Example3,21/08/00,Squad6,L,0,5.0,16.0,1.0,7.0,2000/2001,1.96,3.51,3.73,0.48673876540922034,0.2648963544025801,1.725,1,fav
440,Example3,21/08/00,Squad8,W,1,10.0,10.0,6.0,5.0,2000/2001,1.96,3.17,4.0,0.4821973346895326,0.2909930037631407,1.425,1,fav
441,Example3,31/08/00,Squad10,L,0,6.0,5.0,3.0,1.0,2000/2001,2.78,3.4,2.43,0.33784650616699957,0.2733201275184166,1.3250000000000002,1,out
442,Example3,31/08/00,Squad1,W,2,22.0,4.0,13.0,1.0,2000/2001,1.19,6.17,13.68,0.8063765398435919,0.13978234240975873,2.575,1,fav
443,Example3,31/08/00,Squad11,,2,,,,,2000/2001,2.33,2.7,3.25,0.39187223442488434,0.3345670807964108,1.275,1,fav
444,Example3,31/08/00,Squad9,W,2,,,,,2000/2001,1.58,3.94,5.37,0.6037446533307518,0.23123949064015706,1.925,1,fav
445,Example3,31/08/00,Squad7,,0,5.0,7.0,2.0,3.0,2000/2001,3.91,3.81,1.88,0.24020077216196686,0.2468268600861602,1.2000000000000002,1,out
446,Example3,31/08/00,Squad5,L,1,17.0,14.0,5.0,10.0,2000/2001,4.37,3.68,1.81,0.2127481311980418,0.25506273079020386,1.1,1,out
447,Example3,31/08/00,Squad3,W,1,,,,,2000/2001,1.68,3.46,4.41,0.552282368950188,0.254045734434462,1.775,1,fav
448,Example3,10/09/00,Squad14,W,5,12.0,12.0,7.0,3.0,2000/2001,1.44,5.17,6.49,0.6768976945115317,0.18099017099755565,2.5500000000000003,1,fav
449,Example3,10/09/00,Squad12,L,1,,,,,2000/2001,1.93,3.32,3.74,0.4859646230051793,0.27355146413210213,1.65,1,fav
450,Example3,10/09/00,Squad11,,1,9.0,5.0,4.0,1.0,2000/2001,2.09,3.21,3.08,0.4373056997965104,0.274963743820999,1.375,1,fav
451,Example3,10/09/00,Squad13,L,2,15.0,11.0,11.0,8.0,2000/2001,1.92,2.97,4.06,0.48239687046641755,0.30278010477369893,1.35,1,fav
452,Example3,10/09/00,Squad15,,2,,,,,2000/2001,2.48,3.33,2.52,0.3688751159738678,0.26849636474447275,1.25,1,fav
453,Example3,10/09/00,Squad2,W,2,14.0,15.0,5.0,2.0,2000/2001,1.37,4.69,8.01,0.7011079243002256,0.19269807894416643,2.225,1,fav
454,Example3,10/09/00,Squad4,W,1,,,,,2000/2001,1.63,3.53,4.86,0.5732824216406676,0.25102047635776187,2.0,1,fav
455,Example3,20/09/00,Squad6,,1,11.0,11.0,3.0,6.0,2000/2001,2.64,3.47,2.63,0.362705749954497,0.27316489758111523,1.4500000000000002,1,out
456,Example3,20/09/00,Squad8,W,2,,,,,2000/2001,3.54,3.34,2.01,0.2575156366948617,0.27408752904499417,1.15,1,out
457,Example3,20/09/00,Squad1,W,2,12.0,12.0,3.0,4.0,2000/2001,1.83,3.42,4.41,0.5215281482980304,0.27149459643150625,1.55,1,fav
458,Example3,20/09/00,Squad9,W,1,,,,,2000/2001,2.15,3.0,3.39,0.4316968767039042,0.3028732436004814,1.3250000000000002,1,fav
459,Example3,20/09/00,Squad7,W,2,16.0,7.0,8.0,3.0,2000/2001,1.26,5.12,11.97,0.7618123219715166,0.17344745578669746,2.35,1,fav
460,Example3,20/09/00,Squad5,W,1,19.0,14.0,8.0,4.0,2000/2001,1.69,3.55,4.98,0.5627803383129482,0.25824653397570313,1.675,1,fav
461,Example3,20/09/00,Squad3,W,3,,,,,2000/2001,2.38,3.29,2.79,0.3914591247315675,0.27759450503525207,1.4500000000000002,1,fav
462,Example3,30/09/00,Squad14,,1,,,,,2000/2001,1.95,2.96,3.79,0.47076948679119274,0.3005136751813068,1.4,1,fav
463,Example3,30/09/00,Squad12,,1,6.0,17.0,2.0,4.0,2000/2001,8.07,4.56,1.4,0.10810148515293078,0.20184392022946784,0.7000000000000001,1,out
464,Example3,30/09/00,Squad10,W,3,9.0,13.0,3.0,3.0,2000/2001,1.56,3.95,6.31,0.6197374844921419,0.23679056193979736,1.825,1,fav
465,Example3,30/09/00,Squad9,L,0,,,,,2000/2001,3.63,2.79,2.08,0.23997448429317486,0.32049780195326955,0.9,1,out
466,Example3,30/09/00,Squad11,W,3,,,,,2000/2001,1.71,3.04,5.2,0.5439237493412972,0.29437950029967014,1.625,1,fav
467,Example3,30/09/00,Squad13,,2,7.0,11.0,4.0,9.0,2000/2001,1.7,3.19,5.06,0.5498172112559946,0.2814502742395,1.625,1,fav
468,Example3,30/09/00,Squad15,W,3,10.0,16.0,6.0,8.0,2000/2001,3.08,3.38,2.28,0.30537110398588113,0.27698126471704515,1.375,1,out
469,Example3,10/10/00,Squad2,W,3,12.0,7.0,6.0,3.0,2000/2001,1.96,3.47,3.83,0.48809681624332146,0.26928907529928087,1.55,1,fav
470,Example3,10/10/00,Squad4,W,2,10.0,12.0,3.0,4.0,2000/2001,2.38,3.18,3.18,0.402951131713699,0.2985244341429148,1.25,1,fav
471,Example3,10/10/00,Squad6,W,2,20.0,5.0,11.0,2.0,2000/2001,2.16,3.25,3.18,0.4325005471787502,0.28043592016800917,1.375,1,fav
472,Example3,10/10/00,Squad1,W,2,9.0,9.0,8.0,1.0,2000/2001,3.79,3.14,2.1,0.245635585145395,0.29944436343404046,0.8500000000000001,1,out
473,Example3,10/10/00,Squad7,,1,,,,,2000/2001,2.56,2.63,2.97,0.354211458844955,0.34408419662195106,1.1,1,fav
474,Example3,10/10/00,Squad5,W,2,,,,,2000/2001,2.24,3.01,3.36,0.4193757144530484,0.3072840871122077,1.3,1,fav
475,Example3,10/10/00,Squad3,,0,,,,,2000/2001,2.42,1.72,9.98,0.379893676656462,0.5445040654891397,1.275,1,fav
476,Example3,20/10/00,Squad14,W,4,16.0,7.0,8.0,4.0,2000/2001,1.96,3.33,3.84,0.4839232506505088,0.2776169278101038,1.55,1,fav
477,Example3,20/10/00,Squad12,W,1,9.0,9.0,5.0,3.0,2000/2001,2.36,2.89,3.02,0.3887169515732923,0.31290243016272273,1.225,1,fav
478,Example3,20/10/00,Squad10,W,4,,,,,2000/2001,1.52,3.7,6.25,0.6222379945977704,0.24260945516724836,1.8,1,fav
479,Example3,20/10/00,Squad8,W,1,18.0,3.0,6.0,0.0,2000/2001,1.72,3.49,4.95,0.5542629637812311,0.26433706556810604,1.625,1,fav
480,Example3,20/10/00,Squad7,L,0,,,,,2000/2001,2.86,3.27,2.35,0.32285354874731786,0.2798993359971976,1.2000000000000002,1,out
481,Example3,20/10/00,Squad9,,0,11.0,5.0,2.0,0.0,2000/2001,2.05,3.24,3.78,0.46547461990719574,0.28896636680214066,1.375,1,fav
482,Example3,20/10/00,Squad11,W,3,12.0,11.0,5.0,5.0,2000/2001,1.68,3.65,4.83,0.5654620171988217,0.25004819265446443,1.775,1,fav
483,Example3,30/10/00,Squad13,W,2,12.0,5.0,6.0,1.0,2000/2001,1.57,3.39,6.68,0.6042569577807138,0.268828425040372,1.475,1,fav
484,Example3,30/10/00,Squad15,,0,13.0,6.0,5.0,2.0,2000/2001,2.06,3.19,3.69,0.45993830424380744,0.2908914223318355,1.375,1,fav
485,Example3,30/10/00,Squad2,W,2,11.0,3.0,3.0,0.0,2000/2001,1.51,3.49,6.37,0.619545618968311,0.2529710242117123,1.5750000000000002,1,fav
486,Example3,30/10/00,Squad4,L,1,7.0,16.0,4.0,5.0,2000/2001,2.34,3.27,3.11,0.40809855284375407,0.288191918123889,1.375,1,fav
487,Example3,30/10/00,Squad1,W,3,,,,,2000/2001,2.07,3.15,3.51,0.4520987981671833,0.28987677772218545,1.3250000000000002,1,fav
488,Example3,30/10/00,Squad5,L,2,,,,,2000/2001,2.8,3.18,2.48,0.33221348474906354,0.290328589389464,1.2000000000000002,1,out
489,Example3,30/10/00,Squad3,W,1,21.0,8.0,11.0,3.0,2000/2001,1.39,4.44,8.47,0.6929511465232878,0.2060773455188169,2.1,1,fav
490,Example3,09/11/00,Squad14,L,0,,,,,2000/2001,2.92,2.99,2.44,0.3139652290069934,0.30612008485630154,1.025,1,out
491,Example3,09/11/00,Squad12,L,1,10.0,13.0,3.0,5.0,2000/2001,2.53,2.91,3.0,0.37051042508029897,0.3198071868040525,1.175,1,fav
492,Example3,09/11/00,Squad10,,1,14.0,8.0,2.0,2.0,2000/2001,1.99,3.13,4.0,0.47596877253411807,0.2961187144593907,1.3250000000000002,1,fav
493,Example3,09/11/00,Squad8,L,1,,,,,2000/2001,2.91,3.1,2.45,0.3191071431514155,0.298434434407966,1.1,1,out
494,Example3,09/11/00,Squad6,L,0,,,,,2000/2001,3.25,3.37,2.07,0.2796730168365556,0.26896044604862873,1.3250000000000002,1,out
495,Example3,09/11/00,Squad5,L,1,,,,,2000/2001,1.68,3.48,4.74,0.5588640023520063,0.25778982166460884,1.8,1,fav
496,Example3,09/11/00,Squad7,W,1,7.0,9.0,2.0,2.0,2000/2001,1.59,3.89,5.9,0.6066834404160825,0.23978568148421825,1.875,1,fav
497,Example3,19/11/00,Squad9,W,3,,,,,2000/2001,1.37,4.74,7.78,0.700512368227251,0.1900704743555958,2.275,1,fav
498,Example3,19/11/00,Squad11,,0,9.0,9.0,4.0,1.0,2000/2001,2.32,3.18,3.16,0.40921448365072327,0.29441304860023015,1.3,1,fav
499,Example3,19/11/00,Squad13,W,2,17.0,19.0,5.0,6.0,2000/2001,2.18,3.15,3.54,0.4376425859414273,0.2984072008091852,1.275,1,fav
500,Example3,19/11/00,Squad15,W,2,11.0,9.0,3.0,3.0,2000/2001,3.53,3.61,2.01,0.26499364474408127,0.25880838126832184,1.125,1,out
501,Example3,19/11/00,Squad2,L,0,,,,,2000/2001,2.78,2.72,2.57,0.32124286611574504,0.32895190086456194,1.025,1,out
502,Example3,19/11/00,Squad1,W,5,12.0,19.0,6.0,10.0,2000/2001,2.42,3.2,2.96,0.39112204983480237,0.2919707459442595,1.4,1,fav
503,Example3,19/11/00,Squad3,W,1,,,,,2000/2001,1.96,3.13,3.96,0.47982049072372657,0.29286271734205566,1.4,1,fav
504,Example3,29/11/00,Squad14,W,1,22.0,8.0,10.0,4.0,2000/2001,1.7,3.17,5.11,0.5497980312416948,0.2833609280405369,1.55,1,fav
505,Example3,29/11/00,Squad12,L,0,15.0,9.0,6.0,4.0,2000/2001,2.27,3.25,2.99,0.4113718589450384,0.28121319671294337,1.375,1,fav
506,Example3,29/11/00,Squad10,L,1,,,,,2000/2001,7.26,4.17,1.45,0.11907032267946152,0.21912061107113798,0.7000000000000001,1,out
507,Example3,29/11/00,Squad8,L,1,14.0,13.0,4.0,2.0,2000/2001,1.78,3.72,4.44,0.540326314524235,0.25131485654747204,1.8,1,fav
508,Example3,29/11/00,Squad6,W,2,6.0,11.0,3.0,4.0,2000/2001,2.1,3.3,3.53,0.4534934079296484,0.2829689695220095,1.6,1,fav
509,Example3,29/11/00,Squad4,W,4,10.0,7.0,7.0,2.0,2000/2001,2.09,3.22,3.48,0.45078749376406,0.28598265204309253,1.4500000000000002,1,fav
510,Example3,29/11/00,Squad3,W,2,,,,,2000/2001,1.81,3.55,4.12,0.5232551768874378,0.2574653291320231,1.825,1,fav
511,Example3,09/12/00,Squad5,W,1,,,,,2000/2001,1.92,3.57,3.69,0.4939964708568843,0.25747191839630823,1.775,1,fav
512,Example3,09/12/00,Squad7,L,1,13.0,19.0,5.0,7.0,2000/2001,1.91,3.43,4.3,0.5056353557699081,0.2763150058779137,1.55,1,fav
513,Example3,09/12/00,Squad9,,0,13.0,6.0,1.0,2.0,2000/2001,1.66,3.51,5.38,0.5736728271967112,0.2616940648862915,1.6,1,fav
514,Example3,09/12/00,Squad11,L,0,6.0,18.0,1.0,4.0,2000/2001,5.41,4.07,1.64,0.17303406829127999,0.23324320023515874,1.025,1,out
515,Example3,09/12/00,Squad13,,1,,,,,2000/2001,2.95,2.98,2.5,0.3144812905841159,0.311131780784367,1.0,1,out
516,Example3,09/12/00,Squad15,W,2,11.0,14.0,6.0,4.0,2000/2001,2.84,2.94,2.48,0.3205883118657528,0.3088940634274846,1.275,1,out
517,Example3,09/12/00,Squad1,W,2,,,,,2000/2001,2.06,3.12,3.69,0.4574223302503984,0.2955588493300794,1.35,1,fav
518,Example3,19/12/00,Squad14,L,1,18.0,17.0,6.0,6.0,2000/2001,2.66,3.03,2.72,0.35107299451334845,0.3059978281348789,1.225,1,fav
519,Example3,19/12/00,Squad12,L,2,,,,,2000/2001,2.52,3.06,2.84,0.37087183304339416,0.30214385164131424,1.3,1,fav
520,Example3,19/12/00,Squad10,W,3,,,,,2000/2001,1.56,4.03,5.64,0.6142679921570362,0.22763056135161366,2.0,1,fav
521,Example3,19/12/00,Squad8,,0,,,,,2000/2001,2.62,3.0,2.63,0.3495447420599664,0.3023283053260397,1.1,1,fav
522,Example3,19/12/00,Squad6,,0,12.0,10.0,4.0,2.0,2000/2001,3.65,3.39,2.03,0.2546564712259049,0.2753395001986568,1.125,1,out
523,Example3,19/12/00,Squad4,,1,13.0,11.0,5.0,5.0,2000/2001,2.23,3.49,3.06,0.4264155851801675,0.26697273761112483,1.5,1,fav
524,Example3,19/12/00,Squad2,W,3,13.0,10.0,3.0,2.0,2000/2001,1.83,3.49,4.19,0.519278517131902,0.2638477447460619,1.65,1,fav
525,Example3,01/02/01,Squad15,W,2,11.0,5.0,6.0,3.0,2000/2001,1.89,3.25,3.88,0.49385480849473606,0.2774386753228199,1.525,1,fav
526,Example3,01/02/01,Squad13,,1,,,,,2000/2001,2.39,3.07,2.93,0.388753555148601,0.2980065363779573,1.2000000000000002,1,fav
527,Example3,01/02/01,Squad11,W,1,11.0,11.0,3.0,1.0,2000/2001,2.62,3.31,2.71,0.3636787000778417,0.2851544160651681,1.3250000000000002,1,fav
528,Example3,01/02/01,Squad9,L,1,24.0,5.0,15.0,2.0,2000/2001,1.99,3.47,3.62,0.47780727733507256,0.26696478225460213,1.675,1,fav
529,Example3,01/02/01,Squad7,W,4,12.0,10.0,5.0,3.0,2000/2001,1.83,3.55,4.43,0.5259221986067342,0.2646261168126548,1.625,1,fav
530,Example3,01/02/01,Squad5,,0,,,,,2000/2001,1.8,2.83,4.99,0.5142056422216704,0.3171363932875653,1.525,1,fav
531,Example3,01/02/01,Squad3,L,2,21.0,9.0,8.0,5.0,2000/2001,2.59,3.09,2.97,0.37019842257859004,0.30843836399693325,1.225,1,fav
532,Example3,11/02/01,Squad1,,0,11.0,9.0,2.0,4.0,2000/2001,2.13,3.29,3.49,0.44779214052256017,0.28468103559878427,1.425,1,fav
533,Example3,11/02/01,Squad15,W,4,20.0,10.0,13.0,5.0,2000/2001,1.98,3.24,3.53,0.469470615976664,0.2776268717207414,1.5750000000000002,1,fav
534,Example3,11/02/01,Squad2,,1,,,,,2000/2001,2.08,2.83,3.54,0.4388547415255532,0.31495863546377817,1.4,1,fav
535,Example3,11/02/01,Squad4,W,1,23.0,10.0,5.0,2.0,2000/2001,1.25,6.15,12.08,0.779860940449868,0.14935574827303574,2.6500000000000004,1,fav
536,Example3,11/02/01,Squad6,,2,6.0,4.0,3.0,3.0,2000/2001,3.01,3.61,2.26,0.3152135932338124,0.26071343887650933,1.4500000000000002,1,out
537,Example3,11/02/01,Squad8,W,1,8.0,12.0,4.0,2.0,2000/2001,2.65,3.16,2.8,0.36003275731112366,0.2998971341120955,1.175,1,fav
538,Example3,11/02/01,Squad10,L,1,16.0,12.0,11.0,8.0,2000/2001,1.96,3.23,3.53,0.4723142868196873,0.2766493291231489,1.6,1,fav
539,Example3,21/02/01,Squad12,W,2,22.0,9.0,13.0,1.0,2000/2001,1.87,3.51,4.05,0.509667945767912,0.2638316116361105,1.675,1,fav
